comp_id	ctrl_status
2961__WILDTYPE_SNP_INDIV	False
3702__WILDTYPE_SNP_INDIV	False
3155__WILDTYPE_SNP_INDIV	False
4327__WILDTYPE_SNP_INDIV	False
591__WILDTYPE_SNP_INDIV	False
2327__WILDTYPE_SNP_INDIV	False
4487__WILDTYPE_SNP_INDIV	False
4336__WILDTYPE_SNP_INDIV	False
671__WILDTYPE_SNP_INDIV	False
2406__WILDTYPE_SNP_INDIV	False
1242__WILDTYPE_SNP_INDIV	False
2627__WILDTYPE_SNP_INDIV	False
3631__WILDTYPE_SNP_INDIV	False
3856__WILDTYPE_SNP_INDIV	False
1535__WILDTYPE_SNP_INDIV	False
3619__WILDTYPE_SNP_INDIV	False
3124__WILDTYPE_SNP_INDIV	False
2903__WILDTYPE_SNP_INDIV	False
3863__WILDTYPE_SNP_INDIV	False
2181__WILDTYPE_SNP_INDIV	False
1674__WILDTYPE_SNP_INDIV	False
4178__WILDTYPE_SNP_INDIV	False
1175__WILDTYPE_SNP_INDIV	False
1697__WILDTYPE_SNP_INDIV	False
1065__WILDTYPE_SNP_INDIV	False
4239__WILDTYPE_SNP_INDIV	False
1654__WILDTYPE_SNP_INDIV	False
3993__WILDTYPE_SNP_INDIV	False
1172__WILDTYPE_SNP_INDIV	False
4284__WILDTYPE_SNP_INDIV	False
894__WILDTYPE_SNP_INDIV	False
1315__WILDTYPE_SNP_INDIV	False
3191__WILDTYPE_SNP_INDIV	False
2659__WILDTYPE_SNP_INDIV	False
951__WILDTYPE_SNP_INDIV	False
3858__WILDTYPE_SNP_INDIV	False
1530__WILDTYPE_SNP_INDIV	False
748__WILDTYPE_SNP_INDIV	False
4069__WILDTYPE_SNP_INDIV	False
4251__WILDTYPE_SNP_INDIV	False
3622__WILDTYPE_SNP_INDIV	False
3980__WILDTYPE_SNP_INDIV	False
4250__WILDTYPE_SNP_INDIV	False
3344__WILDTYPE_SNP_INDIV	False
4174__WILDTYPE_SNP_INDIV	False
4578__WILDTYPE_SNP_INDIV	False
1239__WILDTYPE_SNP_INDIV	False
3328__WILDTYPE_SNP_INDIV	False
2878__WILDTYPE_SNP_INDIV	False
4534__WILDTYPE_SNP_INDIV	False
1430__WILDTYPE_SNP_INDIV	False
1998__WILDTYPE_SNP_INDIV	False
237__WILDTYPE_SNP_INDIV	False
1910__WILDTYPE_SNP_INDIV	False
2251__WILDTYPE_SNP_INDIV	False
1197__WILDTYPE_SNP_INDIV	False
2315__WILDTYPE_SNP_INDIV	False
2013__WILDTYPE_SNP_INDIV	False
4166__WILDTYPE_SNP_INDIV	False
3975__WILDTYPE_SNP_INDIV	False
742__WILDTYPE_SNP_INDIV	False
3106__WILDTYPE_SNP_INDIV	False
2538__WILDTYPE_SNP_INDIV	False
4298__WILDTYPE_SNP_INDIV	False
646__WILDTYPE_SNP_INDIV	False
2688__WILDTYPE_SNP_INDIV	False
307__WILDTYPE_SNP_INDIV	False
875__WILDTYPE_SNP_INDIV	False
4131__WILDTYPE_SNP_INDIV	False
1395__WILDTYPE_SNP_INDIV	False
3524__WILDTYPE_SNP_INDIV	False
1182__WILDTYPE_SNP_INDIV	False
3854__WILDTYPE_SNP_INDIV	False
3276__WILDTYPE_SNP_INDIV	False
4391__WILDTYPE_SNP_INDIV	False
4035__WILDTYPE_SNP_INDIV	False
1977__WILDTYPE_SNP_INDIV	False
1466__WILDTYPE_SNP_INDIV	False
1285__WILDTYPE_SNP_INDIV	False
1721__WILDTYPE_SNP_INDIV	False
1418__WILDTYPE_SNP_INDIV	False
4243__WILDTYPE_SNP_INDIV	False
101__WILDTYPE_SNP_INDIV	False
3025__WILDTYPE_SNP_INDIV	False
1508__WILDTYPE_SNP_INDIV	False
4619__WILDTYPE_SNP_INDIV	False
4286__WILDTYPE_SNP_INDIV	False
764__WILDTYPE_SNP_INDIV	False
1099__WILDTYPE_SNP_INDIV	False
2624__WILDTYPE_SNP_INDIV	False
4132__WILDTYPE_SNP_INDIV	False
2728__WILDTYPE_SNP_INDIV	False
2066__WILDTYPE_SNP_INDIV	False
4276__WILDTYPE_SNP_INDIV	False
577__WILDTYPE_SNP_INDIV	False
2620__WILDTYPE_SNP_INDIV	False
227__WILDTYPE_SNP_INDIV	False
1496__WILDTYPE_SNP_INDIV	False
1837__WILDTYPE_SNP_INDIV	False
1514__WILDTYPE_SNP_INDIV	False
1134__WILDTYPE_SNP_INDIV	False
4151__WILDTYPE_SNP_INDIV	False
1162__WILDTYPE_SNP_INDIV	False
4199__WILDTYPE_SNP_INDIV	False
1324__WILDTYPE_SNP_INDIV	False
3658__WILDTYPE_SNP_INDIV	False
2874__WILDTYPE_SNP_INDIV	False
1346__WILDTYPE_SNP_INDIV	False
4448__WILDTYPE_SNP_INDIV	False
2770__WILDTYPE_SNP_INDIV	False
3458__WILDTYPE_SNP_INDIV	False
3987__WILDTYPE_SNP_INDIV	False
2141__WILDTYPE_SNP_INDIV	False
3222__WILDTYPE_SNP_INDIV	False
4597__WILDTYPE_SNP_INDIV	False
97__WILDTYPE_SNP_INDIV	False
2761__WILDTYPE_SNP_INDIV	False
1011__WILDTYPE_SNP_INDIV	False
4359__WILDTYPE_SNP_INDIV	False
4707__WILDTYPE_SNP_INDIV	False
2003__WILDTYPE_SNP_INDIV	False
2951__WILDTYPE_SNP_INDIV	False
4535__WILDTYPE_SNP_INDIV	False
4320__WILDTYPE_SNP_INDIV	False
2267__WILDTYPE_SNP_INDIV	False
1952__WILDTYPE_SNP_INDIV	False
2349__WILDTYPE_SNP_INDIV	False
3792__WILDTYPE_SNP_INDIV	False
1773__WILDTYPE_SNP_INDIV	False
3789__WILDTYPE_SNP_INDIV	False
2764__WILDTYPE_SNP_INDIV	False
2929__WILDTYPE_SNP_INDIV	False
3574__WILDTYPE_SNP_INDIV	False
1987__WILDTYPE_SNP_INDIV	False
4319__WILDTYPE_SNP_INDIV	False
814__WILDTYPE_SNP_INDIV	False
3840__WILDTYPE_SNP_INDIV	False
938__WILDTYPE_SNP_INDIV	False
2220__WILDTYPE_SNP_INDIV	False
4184__WILDTYPE_SNP_INDIV	False
2755__WILDTYPE_SNP_INDIV	False
2011__WILDTYPE_SNP_INDIV	False
2448__WILDTYPE_SNP_INDIV	False
1030__WILDTYPE_SNP_INDIV	False
4114__WILDTYPE_SNP_INDIV	False
973__WILDTYPE_SNP_INDIV	False
4228__WILDTYPE_SNP_INDIV	False
2803__WILDTYPE_SNP_INDIV	False
2137__WILDTYPE_SNP_INDIV	False
552__WILDTYPE_SNP_INDIV	False
4321__WILDTYPE_SNP_INDIV	False
939__WILDTYPE_SNP_INDIV	False
1864__WILDTYPE_SNP_INDIV	False
2225__WILDTYPE_SNP_INDIV	False
2284__WILDTYPE_SNP_INDIV	False
4598__WILDTYPE_SNP_INDIV	False
3620__WILDTYPE_SNP_INDIV	False
4210__WILDTYPE_SNP_INDIV	False
3541__WILDTYPE_SNP_INDIV	False
1882__WILDTYPE_SNP_INDIV	False
3662__WILDTYPE_SNP_INDIV	False
3826__WILDTYPE_SNP_INDIV	False
4005__WILDTYPE_SNP_INDIV	False
3725__WILDTYPE_SNP_INDIV	False
2978__WILDTYPE_SNP_INDIV	False
3830__WILDTYPE_SNP_INDIV	False
3688__WILDTYPE_SNP_INDIV	False
682__WILDTYPE_SNP_INDIV	False
3602__WILDTYPE_SNP_INDIV	False
2466__WILDTYPE_SNP_INDIV	False
4192__WILDTYPE_SNP_INDIV	False
3071__WILDTYPE_SNP_INDIV	False
4405__WILDTYPE_SNP_INDIV	False
2319__WILDTYPE_SNP_INDIV	False
2262__WILDTYPE_SNP_INDIV	False
3085__WILDTYPE_SNP_INDIV	False
721__WILDTYPE_SNP_INDIV	False
2776__WILDTYPE_SNP_INDIV	False
4408__WILDTYPE_SNP_INDIV	False
3489__WILDTYPE_SNP_INDIV	False
3249__WILDTYPE_SNP_INDIV	False
2288__WILDTYPE_SNP_INDIV	False
789__WILDTYPE_SNP_INDIV	False
600__WILDTYPE_SNP_INDIV	False
1229__WILDTYPE_SNP_INDIV	False
655__WILDTYPE_SNP_INDIV	False
1360__WILDTYPE_SNP_INDIV	False
3456__WILDTYPE_SNP_INDIV	False
4439__WILDTYPE_SNP_INDIV	False
1439__WILDTYPE_SNP_INDIV	False
535__WILDTYPE_SNP_INDIV	False
179__WILDTYPE_SNP_INDIV	False
1026__WILDTYPE_SNP_INDIV	False
2229__WILDTYPE_SNP_INDIV	False
2275__WILDTYPE_SNP_INDIV	False
3310__WILDTYPE_SNP_INDIV	False
1480__WILDTYPE_SNP_INDIV	False
805__WILDTYPE_SNP_INDIV	False
2560__WILDTYPE_SNP_INDIV	False
1995__WILDTYPE_SNP_INDIV	False
79__WILDTYPE_SNP_INDIV	False
1370__WILDTYPE_SNP_INDIV	False
1804__WILDTYPE_SNP_INDIV	False
2336__WILDTYPE_SNP_INDIV	False
4208__WILDTYPE_SNP_INDIV	False
160__WILDTYPE_SNP_INDIV	False
2416__WILDTYPE_SNP_INDIV	False
773__WILDTYPE_SNP_INDIV	False
3399__WILDTYPE_SNP_INDIV	False
2148__WILDTYPE_SNP_INDIV	False
3245__WILDTYPE_SNP_INDIV	False
3478__WILDTYPE_SNP_INDIV	False
3652__WILDTYPE_SNP_INDIV	False
351__WILDTYPE_SNP_INDIV	False
384__WILDTYPE_SNP_INDIV	False
1121__WILDTYPE_SNP_INDIV	False
3009__WILDTYPE_SNP_INDIV	False
270__WILDTYPE_SNP_INDIV	False
2995__WILDTYPE_SNP_INDIV	False
349__WILDTYPE_SNP_INDIV	False
706__WILDTYPE_SNP_INDIV	False
57__WILDTYPE_SNP_INDIV	False
4085__WILDTYPE_SNP_INDIV	False
1493__WILDTYPE_SNP_INDIV	False
467__WILDTYPE_SNP_INDIV	False
4157__WILDTYPE_SNP_INDIV	False
2134__WILDTYPE_SNP_INDIV	False
337__WILDTYPE_SNP_INDIV	False
2940__WILDTYPE_SNP_INDIV	False
1658__WILDTYPE_SNP_INDIV	False
4__WILDTYPE_SNP_INDIV	False
1098__WILDTYPE_SNP_INDIV	False
844__WILDTYPE_SNP_INDIV	False
2165__WILDTYPE_SNP_INDIV	False
1443__WILDTYPE_SNP_INDIV	False
2934__WILDTYPE_SNP_INDIV	False
1447__WILDTYPE_SNP_INDIV	False
3490__WILDTYPE_SNP_INDIV	False
2867__WILDTYPE_SNP_INDIV	False
3535__WILDTYPE_SNP_INDIV	False
617__WILDTYPE_SNP_INDIV	False
3796__WILDTYPE_SNP_INDIV	False
4345__WILDTYPE_SNP_INDIV	False
451__WILDTYPE_SNP_INDIV	False
2128__WILDTYPE_SNP_INDIV	False
3860__WILDTYPE_SNP_INDIV	False
3647__WILDTYPE_SNP_INDIV	False
1056__WILDTYPE_SNP_INDIV	False
778__WILDTYPE_SNP_INDIV	False
2760__WILDTYPE_SNP_INDIV	False
4026__WILDTYPE_SNP_INDIV	False
203__WILDTYPE_SNP_INDIV	False
1547__WILDTYPE_SNP_INDIV	False
2340__WILDTYPE_SNP_INDIV	False
4444__WILDTYPE_SNP_INDIV	False
1903__WILDTYPE_SNP_INDIV	False
2772__WILDTYPE_SNP_INDIV	False
3226__WILDTYPE_SNP_INDIV	False
2328__WILDTYPE_SNP_INDIV	False
2909__WILDTYPE_SNP_INDIV	False
1440__WILDTYPE_SNP_INDIV	False
4080__WILDTYPE_SNP_INDIV	False
352__WILDTYPE_SNP_INDIV	False
4558__WILDTYPE_SNP_INDIV	False
557__WILDTYPE_SNP_INDIV	False
520__WILDTYPE_SNP_INDIV	False
12__WILDTYPE_SNP_INDIV	False
4386__WILDTYPE_SNP_INDIV	False
4317__WILDTYPE_SNP_INDIV	False
3999__WILDTYPE_SNP_INDIV	False
3585__WILDTYPE_SNP_INDIV	False
2818__WILDTYPE_SNP_INDIV	False
3689__WILDTYPE_SNP_INDIV	False
1343__WILDTYPE_SNP_INDIV	False
3122__WILDTYPE_SNP_INDIV	False
423__WILDTYPE_SNP_INDIV	False
1173__WILDTYPE_SNP_INDIV	False
108__WILDTYPE_SNP_INDIV	False
2162__WILDTYPE_SNP_INDIV	False
1268__WILDTYPE_SNP_INDIV	False
3734__WILDTYPE_SNP_INDIV	False
1975__WILDTYPE_SNP_INDIV	False
1088__WILDTYPE_SNP_INDIV	False
784__WILDTYPE_SNP_INDIV	False
2213__WILDTYPE_SNP_INDIV	False
401__WILDTYPE_SNP_INDIV	False
2286__WILDTYPE_SNP_INDIV	False
3476__WILDTYPE_SNP_INDIV	False
932__WILDTYPE_SNP_INDIV	False
2371__WILDTYPE_SNP_INDIV	False
276__WILDTYPE_SNP_INDIV	False
399__WILDTYPE_SNP_INDIV	False
1897__WILDTYPE_SNP_INDIV	False
1651__WILDTYPE_SNP_INDIV	False
449__WILDTYPE_SNP_INDIV	False
1349__WILDTYPE_SNP_INDIV	False
580__WILDTYPE_SNP_INDIV	False
3488__WILDTYPE_SNP_INDIV	False
3553__WILDTYPE_SNP_INDIV	False
3577__WILDTYPE_SNP_INDIV	False
3434__WILDTYPE_SNP_INDIV	False
228__WILDTYPE_SNP_INDIV	False
2988__WILDTYPE_SNP_INDIV	False
3724__WILDTYPE_SNP_INDIV	False
3570__WILDTYPE_SNP_INDIV	False
3710__WILDTYPE_SNP_INDIV	False
2864__WILDTYPE_SNP_INDIV	False
4369__WILDTYPE_SNP_INDIV	False
3048__WILDTYPE_SNP_INDIV	False
1662__WILDTYPE_SNP_INDIV	False
279__WILDTYPE_SNP_INDIV	False
759__WILDTYPE_SNP_INDIV	False
3345__WILDTYPE_SNP_INDIV	False
622__WILDTYPE_SNP_INDIV	False
223__WILDTYPE_SNP_INDIV	False
1222__WILDTYPE_SNP_INDIV	False
2732__WILDTYPE_SNP_INDIV	False
1853__WILDTYPE_SNP_INDIV	False
2600__WILDTYPE_SNP_INDIV	False
2835__WILDTYPE_SNP_INDIV	False
4223__WILDTYPE_SNP_INDIV	False
1192__WILDTYPE_SNP_INDIV	False
501__WILDTYPE_SNP_INDIV	False
3788__WILDTYPE_SNP_INDIV	False
1055__WILDTYPE_SNP_INDIV	False
1388__WILDTYPE_SNP_INDIV	False
2221__WILDTYPE_SNP_INDIV	False
1476__WILDTYPE_SNP_INDIV	False
218__WILDTYPE_SNP_INDIV	False
2279__WILDTYPE_SNP_INDIV	False
299__WILDTYPE_SNP_INDIV	False
1339__WILDTYPE_SNP_INDIV	False
4246__WILDTYPE_SNP_INDIV	False
464__WILDTYPE_SNP_INDIV	False
2075__WILDTYPE_SNP_INDIV	False
877__WILDTYPE_SNP_INDIV	False
2343__WILDTYPE_SNP_INDIV	False
3766__WILDTYPE_SNP_INDIV	False
3983__WILDTYPE_SNP_INDIV	False
3743__WILDTYPE_SNP_INDIV	False
3974__WILDTYPE_SNP_INDIV	False
4576__WILDTYPE_SNP_INDIV	False
3504__WILDTYPE_SNP_INDIV	False
4500__WILDTYPE_SNP_INDIV	False
1164__WILDTYPE_SNP_INDIV	False
2173__WILDTYPE_SNP_INDIV	False
1269__WILDTYPE_SNP_INDIV	False
2622__WILDTYPE_SNP_INDIV	False
3465__WILDTYPE_SNP_INDIV	False
365__WILDTYPE_SNP_INDIV	False
1580__WILDTYPE_SNP_INDIV	False
4695__WILDTYPE_SNP_INDIV	False
3895__WILDTYPE_SNP_INDIV	False
2529__WILDTYPE_SNP_INDIV	False
4244__WILDTYPE_SNP_INDIV	False
3454__WILDTYPE_SNP_INDIV	False
1207__WILDTYPE_SNP_INDIV	False
4360__WILDTYPE_SNP_INDIV	False
3197__WILDTYPE_SNP_INDIV	False
152__WILDTYPE_SNP_INDIV	False
873__WILDTYPE_SNP_INDIV	False
4023__WILDTYPE_SNP_INDIV	False
851__WILDTYPE_SNP_INDIV	False
3417__WILDTYPE_SNP_INDIV	False
684__WILDTYPE_SNP_INDIV	False
1307__WILDTYPE_SNP_INDIV	False
2249__WILDTYPE_SNP_INDIV	False
1310__WILDTYPE_SNP_INDIV	False
741__WILDTYPE_SNP_INDIV	False
833__WILDTYPE_SNP_INDIV	False
2551__WILDTYPE_SNP_INDIV	False
1971__WILDTYPE_SNP_INDIV	False
2975__WILDTYPE_SNP_INDIV	False
2731__WILDTYPE_SNP_INDIV	False
2540__WILDTYPE_SNP_INDIV	False
312__WILDTYPE_SNP_INDIV	False
398__WILDTYPE_SNP_INDIV	False
509__WILDTYPE_SNP_INDIV	False
155__WILDTYPE_SNP_INDIV	False
3140__WILDTYPE_SNP_INDIV	False
1292__WILDTYPE_SNP_INDIV	False
4273__WILDTYPE_SNP_INDIV	False
540__WILDTYPE_SNP_INDIV	False
1967__WILDTYPE_SNP_INDIV	False
3715__WILDTYPE_SNP_INDIV	False
2313__WILDTYPE_SNP_INDIV	False
1209__WILDTYPE_SNP_INDIV	False
2044__WILDTYPE_SNP_INDIV	False
1151__WILDTYPE_SNP_INDIV	False
1196__WILDTYPE_SNP_INDIV	False
2775__WILDTYPE_SNP_INDIV	False
4262__WILDTYPE_SNP_INDIV	False
2631__WILDTYPE_SNP_INDIV	False
4003__WILDTYPE_SNP_INDIV	False
4399__WILDTYPE_SNP_INDIV	False
1297__WILDTYPE_SNP_INDIV	False
1757__WILDTYPE_SNP_INDIV	False
4047__WILDTYPE_SNP_INDIV	False
3348__WILDTYPE_SNP_INDIV	False
3982__WILDTYPE_SNP_INDIV	False
3446__WILDTYPE_SNP_INDIV	False
3922__WILDTYPE_SNP_INDIV	False
927__WILDTYPE_SNP_INDIV	False
426__WILDTYPE_SNP_INDIV	False
4552__WILDTYPE_SNP_INDIV	False
3350__WILDTYPE_SNP_INDIV	False
1309__WILDTYPE_SNP_INDIV	False
4202__WILDTYPE_SNP_INDIV	False
4168__WILDTYPE_SNP_INDIV	False
4057__WILDTYPE_SNP_INDIV	False
427__WILDTYPE_SNP_INDIV	False
158__WILDTYPE_SNP_INDIV	False
3259__WILDTYPE_SNP_INDIV	False
1126__WILDTYPE_SNP_INDIV	False
1436__WILDTYPE_SNP_INDIV	False
1348__WILDTYPE_SNP_INDIV	False
2325__WILDTYPE_SNP_INDIV	False
180__WILDTYPE_SNP_INDIV	False
2527__WILDTYPE_SNP_INDIV	False
461__WILDTYPE_SNP_INDIV	False
3420__WILDTYPE_SNP_INDIV	False
1964__WILDTYPE_SNP_INDIV	False
4348__WILDTYPE_SNP_INDIV	False
4398__WILDTYPE_SNP_INDIV	False
2052__WILDTYPE_SNP_INDIV	False
2144__WILDTYPE_SNP_INDIV	False
2239__WILDTYPE_SNP_INDIV	False
817__WILDTYPE_SNP_INDIV	False
1761__WILDTYPE_SNP_INDIV	False
3050__WILDTYPE_SNP_INDIV	False
2647__WILDTYPE_SNP_INDIV	False
3832__WILDTYPE_SNP_INDIV	False
1075__WILDTYPE_SNP_INDIV	False
3837__WILDTYPE_SNP_INDIV	False
2111__WILDTYPE_SNP_INDIV	False
536__WILDTYPE_SNP_INDIV	False
2912__WILDTYPE_SNP_INDIV	False
2178__WILDTYPE_SNP_INDIV	False
1729__WILDTYPE_SNP_INDIV	False
4490__WILDTYPE_SNP_INDIV	False
3769__WILDTYPE_SNP_INDIV	False
630__WILDTYPE_SNP_INDIV	False
4449__WILDTYPE_SNP_INDIV	False
3517__WILDTYPE_SNP_INDIV	False
3006__WILDTYPE_SNP_INDIV	False
3970__WILDTYPE_SNP_INDIV	False
3292__WILDTYPE_SNP_INDIV	False
2037__WILDTYPE_SNP_INDIV	False
4378__WILDTYPE_SNP_INDIV	False
1735__WILDTYPE_SNP_INDIV	False
3797__WILDTYPE_SNP_INDIV	False
4434__WILDTYPE_SNP_INDIV	False
4443__WILDTYPE_SNP_INDIV	False
2312__WILDTYPE_SNP_INDIV	False
3872__WILDTYPE_SNP_INDIV	False
3152__WILDTYPE_SNP_INDIV	False
2080__WILDTYPE_SNP_INDIV	False
1219__WILDTYPE_SNP_INDIV	False
3246__WILDTYPE_SNP_INDIV	False
2219__WILDTYPE_SNP_INDIV	False
3836__WILDTYPE_SNP_INDIV	False
431__WILDTYPE_SNP_INDIV	False
2130__WILDTYPE_SNP_INDIV	False
1247__WILDTYPE_SNP_INDIV	False
2927__WILDTYPE_SNP_INDIV	False
2729__WILDTYPE_SNP_INDIV	False
2077__WILDTYPE_SNP_INDIV	False
4460__WILDTYPE_SNP_INDIV	False
4503__WILDTYPE_SNP_INDIV	False
642__WILDTYPE_SNP_INDIV	False
4651__WILDTYPE_SNP_INDIV	False
3958__WILDTYPE_SNP_INDIV	False
4655__WILDTYPE_SNP_INDIV	False
4264__WILDTYPE_SNP_INDIV	False
1743__WILDTYPE_SNP_INDIV	False
2259__WILDTYPE_SNP_INDIV	False
2890__WILDTYPE_SNP_INDIV	False
917__WILDTYPE_SNP_INDIV	False
2641__WILDTYPE_SNP_INDIV	False
3948__WILDTYPE_SNP_INDIV	False
683__WILDTYPE_SNP_INDIV	False
1515__WILDTYPE_SNP_INDIV	False
2866__WILDTYPE_SNP_INDIV	False
3129__WILDTYPE_SNP_INDIV	False
4527__WILDTYPE_SNP_INDIV	False
2393__WILDTYPE_SNP_INDIV	False
2224__WILDTYPE_SNP_INDIV	False
705__WILDTYPE_SNP_INDIV	False
2719__WILDTYPE_SNP_INDIV	False
2372__WILDTYPE_SNP_INDIV	False
67__WILDTYPE_SNP_INDIV	False
4484__WILDTYPE_SNP_INDIV	False
3329__WILDTYPE_SNP_INDIV	False
2712__WILDTYPE_SNP_INDIV	False
4361__WILDTYPE_SNP_INDIV	False
1489__WILDTYPE_SNP_INDIV	False
554__WILDTYPE_SNP_INDIV	False
1__WILDTYPE_SNP_INDIV	False
3819__WILDTYPE_SNP_INDIV	False
4083__WILDTYPE_SNP_INDIV	False
2654__WILDTYPE_SNP_INDIV	False
170__WILDTYPE_SNP_INDIV	False
3326__WILDTYPE_SNP_INDIV	False
3898__WILDTYPE_SNP_INDIV	False
416__WILDTYPE_SNP_INDIV	False
2621__WILDTYPE_SNP_INDIV	False
2925__WILDTYPE_SNP_INDIV	False
4194__WILDTYPE_SNP_INDIV	False
4107__WILDTYPE_SNP_INDIV	False
4249__WILDTYPE_SNP_INDIV	False
2769__WILDTYPE_SNP_INDIV	False
