SNP	Gene	GeneID-Tissue	Trait	PP.H0.abf	PP.H1.abf	PP.H2.abf	PP.H3.abf	PP.H4.abf	cond.PP.H4.abf
rs1250259	ATIC	ENSG00000138363.14_Skin_Not_Sun_Exposed_Suprapubic	PP	2.16522142401191e-27	0.0493702749701311	6.94039326965084e-28	0.0148893905423639	0.935740334487504	0.984337339607284
rs12628032	ARVCF	ENSG00000099889.13_Artery_Aorta	PP	6.15963522318337e-37	2.48621186745496e-16	4.51245034887088e-23	0.0172308217279535	0.98276917827205	0.982769178272047
rs12628032	ARVCF	ENSG00000099889.13_Artery_Coronary	PP	1.40993530785584e-22	0.056993293245648	5.34677748228588e-23	0.0206907648334354	0.922315941920915	0.978058729927119
rs12628032	ARVCF	ENSG00000099889.13_Artery_Tibial	PP	1.90841396995601e-31	7.72488871316275e-11	4.70231514304305e-23	0.0180521095762652	0.98194789034648	0.98194789042234
rs12628032	ARVCF	ENSG00000099889.13_Brain_Cerebellum	PP	2.37663000695272e-23	0.00956617821054514	6.44250042513876e-23	0.0249662538224447	0.965467567967012	0.974792607771272
rs12628032	ARVCF	ENSG00000099889.13_Colon_Sigmoid	PP	3.1428449529461e-22	0.128429701720382	4.76047362976706e-22	0.193855014606683	0.677715283672936	0.77757959973013
rs12628032	ARVCF	ENSG00000099889.13_Colon_Transverse	PP	9.43666313712822e-25	0.00038381497357011	1.67647510511185e-22	0.0672544792155113	0.932361705810916	0.932719697597
rs12628032	ARVCF	ENSG00000099889.13_Esophagus_Gastroesophageal_Junction	PP	2.80933572075805e-23	0.011463422921369	2.05570405343994e-21	0.838674946370386	0.149861630708244	0.151599479658226
rs12628032	ARVCF	ENSG00000099889.13_Esophagus_Mucosa	PP	6.79935276289528e-28	2.74761524429245e-07	1.4020579088471e-22	0.0557128070445071	0.944286918193968	0.944287177647753
rs12628032	ARVCF	ENSG00000099889.13_Esophagus_Muscularis	PP	1.32398264096956e-27	5.3366240706089e-07	2.47439770821813e-21	0.997361675102332	0.00263779123525998	0.00263779264295075
rs12628032	ARVCF	ENSG00000099889.13_Lung	PP	2.50213449722902e-23	0.0102436336349079	9.1653451394676e-23	0.0365693513817995	0.953187014983292	0.963052168569421
rs12628032	ARVCF	ENSG00000099889.13_Nerve_Tibial	PP	8.82250064806921e-37	3.73517555553745e-16	2.89557222680947e-23	0.0112702328924631	0.98872976710753	0.988729767107537
rs12628032	ARVCF	ENSG00000099889.13_Pancreas	PP	1.69172330971768e-23	0.00699015956752978	2.87633216898368e-23	0.0109028275475844	0.982107012884889	0.98902042346042
rs12628032	ARVCF	ENSG00000099889.13_Skin_Not_Sun_Exposed_Suprapubic	PP	3.02004720632668e-23	0.0124712990958255	1.44486635935387e-21	0.596266978693702	0.391261722210474	0.39620288691583
rs12628032	ARVCF	ENSG00000099889.13_Spleen	PP	1.0244016042684e-21	0.420111593639037	2.62634295896951e-22	0.107234823771797	0.472653582589165	0.815076793059652
rs12628032	ARVCF	ENSG00000099889.13_Stomach	PP	1.24116606323851e-24	0.00050053747025583	5.73021875495961e-23	0.0221314591275638	0.97736800340218	0.977857457700329
rs12628032	ARVCF	ENSG00000099889.13_Thyroid	PP	1.0841206093785e-43	4.40486217188808e-23	4.98456878259443e-23	0.0192719433561904	0.980728056643807	0.98072805664381
rs12628032	COMT	ENSG00000093010.13_Esophagus_Mucosa	PP	1.08613864123048e-24	0.00043890811259941	7.26478499336854e-23	0.028385786585563	0.971175305301836	0.971601749191774
rs12628032	TANGO2	ENSG00000183597.15_Brain_Cerebellar_Hemisphere	PP	8.10871606492566e-23	0.0340823289143067	7.00814012900091e-23	0.0285190202250356	0.937398650860655	0.970474688393494
rs1322639	LINC01615	ENSG00000223485.2_Adipose_Subcutaneous	PP	9.94140332740558e-28	0.042012510499849	4.93747932878465e-29	0.0011297279579156	0.956857761542239	0.998820727858873
rs1322639	LINC01615	ENSG00000223485.2_Artery_Aorta	PP	7.07510584618222e-28	0.0296316572057557	3.96280095728685e-29	0.00069000509451814	0.969678337699723	0.999288924561851
rs1322639	LINC01615	ENSG00000223485.2_Artery_Tibial	PP	3.71628865598786e-30	0.00015428837204288	2.99800455016566e-29	0.00024507458665785	0.9996006370413	0.999754887595348
rs1322639	LINC01615	ENSG00000223485.2_Esophagus_Mucosa	PP	1.29287574619509e-27	0.0529261678079625	3.97154264630098e-29	0.00067942720372555	0.946394404988311	0.999282603762631
rs1322639	LINC01615	ENSG00000223485.2_Skin_Not_Sun_Exposed_Suprapubic	PP	3.59955587263006e-28	0.0145100871792486	4.18849441377621e-29	0.00070362809872475	0.984786284722027	0.999286011871283
rs1322639	LINC01615	ENSG00000223485.2_Skin_Sun_Exposed_Lower_leg	PP	1.53965846599599e-27	0.0633518201012774	5.6308808388633e-29	0.00138165347755279	0.935266526421173	0.998524895999155
rs1322639	LINC02544	ENSG00000261039.2_Adipose_Subcutaneous	PP	4.85740256996611e-27	0.205274516838209	5.278375033925e-29	0.00143736060208857	0.793288122559702	0.998191374716751
rs1322639	LINC02544	ENSG00000261039.2_Adipose_Visceral_Omentum	PP	1.95494884556221e-28	0.008005654493893	7.20751202570085e-29	0.00196149455956973	0.990032850946534	0.998022675664982
rs1322639	LINC02544	ENSG00000261039.2_Artery_Aorta	PP	4.78484546347942e-32	2.0039686138808e-06	3.62736234814947e-29	0.00051971818363599	0.999478277847749	0.999480280774863
rs1322639	LINC02544	ENSG00000261039.2_Artery_Coronary	PP	8.63970177212101e-27	0.353095774965579	2.81116157310582e-29	0.00050249124931791	0.646401733785102	0.999223237026638
rs1322639	LINC02544	ENSG00000261039.2_Artery_Tibial	PP	1.8531096334847e-35	7.69351616717583e-10	4.49537886369953e-29	0.00086720416311967	0.99913279506753	0.999132795836213
rs1322639	LINC02544	ENSG00000261039.2_Breast_Mammary_Tissue	PP	4.37820931030847e-28	0.0176274042281393	3.93532271109883e-29	0.00060265691879822	0.981769938853065	0.999386529183131
rs1322639	LINC02544	ENSG00000261039.2_Heart_Atrial_Appendage	PP	5.47299232044766e-30	0.00022811749479305	3.2449830032597e-29	0.00035310896633033	0.999418773538878	0.999646810464958
rs1322639	LINC02544	ENSG00000261039.2_Lung	PP	2.59950024862442e-28	0.0104157420591695	4.19992739942502e-29	0.000693947014548	0.988890310926285	0.999298748935243
rs1322639	LINC02544	ENSG00000261039.2_Skin_Not_Sun_Exposed_Suprapubic	PP	1.33798055210987e-28	0.00539350273817758	3.52733641155958e-29	0.00042771771694904	0.994178779544875	0.999569962876649
rs1322639	LINC02544	ENSG00000261039.2_Skin_Sun_Exposed_Lower_leg	PP	8.84721156491656e-30	0.00036403330208427	4.39015974905783e-29	0.00080757619064291	0.998828390507273	0.999192129717671
rs1322639	LINC02544	ENSG00000261039.2_Thyroid	PP	2.89647425250826e-33	1.18114962127687e-07	4.34230817358035e-29	0.0007715160660538	0.999228365818988	0.999228483842819
rs1322639	THBS2	ENSG00000186340.14_Artery_Aorta	PP	1.05612281641152e-27	0.0442320863368715	3.8632684031666e-29	0.00066289261043478	0.955105021052692	0.999306429310967
rs1322639	THBS2	ENSG00000186340.14_Artery_Tibial	PP	3.94957128469477e-30	0.00016397351771936	3.70327486298764e-29	0.000538182967932	0.999297843514352	0.999461728769841
rs1322639	THBS2	ENSG00000186340.14_Lung	PP	6.73900689382447e-27	0.270020199375568	3.19596471218704e-29	0.00055113840408261	0.729428662220348	0.999244994993545
rs139236208	CEP83	ENSG00000173588.14_Colon_Transverse	PP	4.4063885316135e-16	0.645398681744522	4.46800957911658e-18	0.00619583697872213	0.348405481276756	0.982527315439199
rs139236208	CEP83	ENSG00000173588.14_Esophagus_Gastroesophageal_Junction	PP	6.94413590521724e-17	0.105599601109472	1.10302913457834e-17	0.0158952790072514	0.878505119883273	0.982228005458216
rs139236208	CEP83	ENSG00000173588.14_Esophagus_Muscularis	PP	6.93975057472439e-19	0.00090801022727452	1.49184903270414e-17	0.0185390849360197	0.980552904836705	0.98144406608621
rs139236208	CEP83	ENSG00000173588.14_Muscle_Skeletal	PP	4.72004740649074e-16	0.625932128562374	5.77265150015612e-18	0.00728841492982974	0.366779456507793	0.98051579543087
rs139236208	CEP83	ENSG00000173588.14_Spleen	PP	4.90624934138944e-16	0.784089904167148	2.4850257226765e-18	0.00375928122066734	0.212150814612187	0.982588673280116
rs139236208	CEP83	ENSG00000173588.14_Stomach	PP	2.16541041035661e-16	0.336554463604801	7.49171431591397e-18	0.0109913888903496	0.652454147504846	0.983432869335333
rs139236208	CEP83	ENSG00000173588.14_Thyroid	PP	9.61677847813468e-19	0.00130891797822673	1.45885565361006e-17	0.018876339758847	0.979814742262927	0.981098920278097
rs139236208	ENSG00000258365	ENSG00000258365.1_Adipose_Subcutaneous	PP	1.98455138220126e-16	0.253831760984929	1.07356213726558e-17	0.0129981028493998	0.73317013616567	0.982580198178152
rs139236208	ENSG00000258365	ENSG00000258365.1_Artery_Aorta	PP	4.74087308160309e-16	0.601095085297731	5.94195591656493e-18	0.0071420403661742	0.391762874336095	0.982095882745629
rs139236208	ENSG00000258365	ENSG00000258365.1_Artery_Tibial	PP	8.04004980039115e-17	0.106658541296102	1.53492350018424e-17	0.0194882970233584	0.87385316168054	0.978184940558302
rs139236208	ENSG00000258365	ENSG00000258365.1_Colon_Sigmoid	PP	3.53996743968122e-16	0.457561033827252	8.44190242108496e-18	0.0103795822203225	0.532059383952422	0.980864976766774
rs139236208	ENSG00000258365	ENSG00000258365.1_Heart_Atrial_Appendage	PP	8.94427501977108e-17	0.112019032350564	1.27430472702058e-17	0.0150866308483097	0.872894336801126	0.983010186706765
rs139236208	ENSG00000258365	ENSG00000258365.1_Pancreas	PP	3.15227377951731e-16	0.444254533192871	7.44043344219245e-18	0.0099401058155433	0.545805360991585	0.982113923712862
rs139236208	ENSG00000258365	ENSG00000258365.1_Skin_Not_Sun_Exposed_Suprapubic	PP	4.38867465141108e-18	0.00591303514867974	1.22854346810568e-17	0.0155741398220612	0.978512825029258	0.984333221968773
rs139236208	ENSG00000258365	ENSG00000258365.1_Skin_Sun_Exposed_Lower_leg	PP	2.32283480031062e-16	0.316965109726885	1.04827347327107e-17	0.0136349369902964	0.669399953282815	0.980037715225873
rs139236208	ENSG00000258365	ENSG00000258365.1_Thyroid	PP	4.190602944294e-16	0.570373493147178	6.39721127257608e-18	0.00828575889484637	0.421340747957978	0.980714041702076
rs140091914	AIF1	ENSG00000204472.12_Whole_Blood	PP	1.80278019605339e-25	0.780687020673225	5.96883071275935e-28	0.00236783400648539	0.216945145320289	0.989203402307725
rs140091914	BAG6	ENSG00000204463.12_Artery_Tibial	PP	3.65302600740468e-26	0.153067017495345	3.22336055306168e-27	0.0126720811057261	0.834260901398926	0.985037681413409
rs140091914	BAG6	ENSG00000204463.12_Skin_Sun_Exposed_Lower_leg	PP	1.9339593497944e-26	0.0766186322703923	1.78609339390194e-27	0.00615883275866795	0.917222534970941	0.993330131001223
rs140091914	C4A	ENSG00000244731.7_Adipose_Visceral_Omentum	PP	3.50832243154335e-26	0.146193234359669	2.47532750753368e-27	0.00947045491747718	0.844336310722855	0.988907964543506
rs140091914	C4A	ENSG00000244731.7_Artery_Tibial	PP	1.78716086092619e-25	0.748845976491517	7.45571978056296e-28	0.00287577503715697	0.248278248471326	0.988549755257814
rs140091914	C4A	ENSG00000244731.7_Nerve_Tibial	PP	1.59216054346142e-25	0.662068095719049	1.2885553745449e-27	0.00502529301600868	0.332906611264941	0.985129273228281
rs140091914	C4A	ENSG00000244731.7_Thyroid	PP	9.55781424102593e-26	0.400231168100067	1.5896723231785e-27	0.00606300872219502	0.593705823177738	0.989891090700748
rs140091914	CLIC1	ENSG00000213719.8_Esophagus_Mucosa	PP	3.94900195748015e-26	0.165643101324783	4.21743989904586e-27	0.0168728040351385	0.817484094640079	0.979777474049859
rs140091914	CSNK2B	ENSG00000204435.13_Esophagus_Mucosa	PP	1.16712001651497e-27	0.00489555035007202	2.22768608013133e-27	0.00835740712767372	0.986747042522254	0.991601477482476
rs140091914	CSNK2B	ENSG00000204435.13_Heart_Left_Ventricle	PP	9.91537654191537e-26	0.424089650849378	1.46413918534785e-27	0.00569203782472915	0.570218311325894	0.990116451574235
rs140091914	CSNK2B	ENSG00000204435.13_Muscle_Skeletal	PP	3.33324128885065e-26	0.136991601466944	2.23117700423042e-27	0.00831513527535185	0.854693263257708	0.990364942809959
rs140091914	DDAH2	ENSG00000213722.8_Esophagus_Mucosa	PP	6.30779779195553e-26	0.26458411518637	3.36217524141861e-27	0.0133807974810602	0.722035087332569	0.981805128557359
rs140091914	EHMT2	ENSG00000204371.11_Skin_Not_Sun_Exposed_Suprapubic	PP	1.94363537590011e-25	0.79422761601115	9.78515939675001e-28	0.00379653329167257	0.201975850697179	0.981549840566175
rs140091914	ENSG00000204528	ENSG00000204528.3_Artery_Aorta	PP	1.66032883243298e-25	0.71181795948464	6.50446434909184e-28	0.00250292181990686	0.285679118695454	0.991314789029077
rs140091914	ENSG00000248290	ENSG00000248290.1_Adipose_Subcutaneous	PP	1.52375002685646e-25	0.622863125311709	1.47172146493651e-27	0.00564446174674319	0.371492412941546	0.985033386747428
rs140091914	ENSG00000248290	ENSG00000248290.1_Colon_Transverse	PP	9.44772539760656e-26	0.396755844285285	2.06546971560162e-27	0.00807874440688836	0.595165411307829	0.986607836428491
rs140091914	ENSG00000248290	ENSG00000248290.1_Esophagus_Muscularis	PP	5.09297186079125e-26	0.202831558297063	3.48911450255768e-27	0.0131116125555389	0.784056829147397	0.983552268417037
rs140091914	ENSG00000248290	ENSG00000248290.1_Nerve_Tibial	PP	1.30278846005814e-25	0.541738506470118	1.35959043406748e-27	0.00520052373519966	0.453060969794682	0.988651623999343
rs140091914	ENSG00000255552	ENSG00000255552.7_Esophagus_Mucosa	PP	1.27894219822329e-27	0.0053645947611538	2.81792574476691e-27	0.0108361482814831	0.983799256957364	0.989105406640053
rs140091914	GPANK1	ENSG00000204438.10_Muscle_Skeletal	PP	2.09055873862647e-27	0.00859190693824346	4.01988767875266e-27	0.0155453189558687	0.975862774105886	0.984319959596194
rs140091914	GPANK1	ENSG00000204438.10_Skin_Not_Sun_Exposed_Suprapubic	PP	1.35246479822121e-26	0.055265761559458	2.7915730041309e-27	0.0104729419242278	0.934261296516312	0.988914404180465
rs140091914	HLA-DQA1	ENSG00000196735.11_Muscle_Skeletal	PP	1.41078275460412e-25	0.579812177179065	8.86498522239578e-28	0.00322642477582395	0.416961398045115	0.992321470065069
rs140091914	HLA-DQB2	ENSG00000232629.8_Artery_Tibial	PP	2.20035238427624e-26	0.0906562656255884	2.22865805203228e-27	0.00828118561282554	0.901062548761585	0.99089322849019
rs140091914	HLA-DRB5	ENSG00000198502.5_Lung	PP	3.01281938202941e-26	0.121932402771788	5.0029279750421e-27	0.0193887688789267	0.858678828349288	0.977918819758147
rs140091914	HSPA1B	ENSG00000204388.6_Whole_Blood	PP	1.78156224793911e-25	0.77149866996114	5.64682604222966e-28	0.00221905399335607	0.226282276045504	0.99028866049498
rs140091914	LY6G5B	ENSG00000240053.8_Adipose_Subcutaneous	PP	7.49789915616641e-27	0.0306491538596821	6.41460766754743e-27	0.0252769105371566	0.944073935603163	0.973923878399857
rs140091914	LY6G5B	ENSG00000240053.8_Adipose_Visceral_Omentum	PP	7.74826690715433e-26	0.322873459307608	3.10013340032839e-27	0.0122535099738068	0.664873030718587	0.981903663145035
rs140091914	LY6G5B	ENSG00000240053.8_Artery_Tibial	PP	1.08062657381472e-26	0.0452797999096504	7.57892432986521e-27	0.0308328902396079	0.923887309850742	0.96770478907151
rs140091914	LY6G5B	ENSG00000240053.8_Breast_Mammary_Tissue	PP	3.04855330633502e-26	0.12029253500475	5.94146369879484e-27	0.0225872370835227	0.857120227911727	0.974324149808545
rs140091914	LY6G5B	ENSG00000240053.8_Colon_Transverse	PP	1.3400074567645e-25	0.56273416878931	1.45881377703543e-27	0.00569469595448506	0.431571135256202	0.986976581411089
rs140091914	LY6G5B	ENSG00000240053.8_Esophagus_Gastroesophageal_Junction	PP	8.8101419739532e-26	0.364307574508757	2.21023612686331e-27	0.00851235212543131	0.627180073365815	0.98660932271003
rs140091914	LY6G5B	ENSG00000240053.8_Esophagus_Mucosa	PP	1.87943258458095e-25	0.788338535642279	6.65112718488642e-28	0.00258077189832824	0.209080692459394	0.987807077182616
rs140091914	LY6G5B	ENSG00000240053.8_Esophagus_Muscularis	PP	2.76105339891238e-28	0.00109961095162186	6.35748194074931e-27	0.0243446096142518	0.974555779434129	0.975628591317855
rs140091914	LY6G5B	ENSG00000240053.8_Heart_Left_Ventricle	PP	4.99971694725306e-27	0.0213842430042166	4.79772118064318e-27	0.0195612342607568	0.959054522735025	0.980011323013225
rs140091914	LY6G5B	ENSG00000240053.8_Lung	PP	2.51929578867502e-26	0.101958912850287	6.33596329428542e-27	0.0247691290751296	0.873271958074583	0.972418712874548
rs140091914	LY6G5B	ENSG00000240053.8_Nerve_Tibial	PP	7.08380970935941e-26	0.294566048880694	1.9898789648457e-27	0.00757665611620499	0.6978572950031	0.989259581135579
rs140091914	LY6G5B	ENSG00000240053.8_Skin_Not_Sun_Exposed_Suprapubic	PP	1.86731198817858e-25	0.763039594313461	6.18400939292574e-28	0.00229230331337371	0.234668102373164	0.990326217974128
rs140091914	LY6G5B	ENSG00000240053.8_Skin_Sun_Exposed_Lower_leg	PP	4.75624471828935e-26	0.188430519543933	2.25206807325737e-27	0.00811867962404682	0.803450800832018	0.989996322163958
rs140091914	LY6G5B	ENSG00000240053.8_Thyroid	PP	7.77725521903128e-29	0.0003256706881333	5.48542101263627e-27	0.02199238635974	0.977681942952129	0.978000449031358
rs140091914	LY6G5B	ENSG00000240053.8_Whole_Blood	PP	5.78486729415232e-26	0.250511450189461	3.00055267667359e-27	0.0122565457990368	0.737232004011502	0.983646787129523
rs140091914	LY6G5C	ENSG00000204428.12_Adipose_Subcutaneous	PP	1.53835601440043e-28	0.00062883361318016	4.10641421088624e-27	0.0158022157524752	0.983568950634345	0.984187841030468
rs140091914	LY6G5C	ENSG00000204428.12_Adipose_Visceral_Omentum	PP	1.22451370405986e-26	0.0510259881773463	3.49858051695787e-27	0.0136433978644499	0.935330613958203	0.985623001584368
rs140091914	LY6G5C	ENSG00000204428.12_Breast_Mammary_Tissue	PP	2.96218572852888e-28	0.00116884566098669	2.40896901453723e-27	0.00851520881943696	0.990315945519577	0.991474826568589
rs140091914	LY6G5C	ENSG00000204428.12_Esophagus_Muscularis	PP	6.25379835833544e-27	0.0249062374772227	2.86819445226263e-27	0.0104581714880729	0.964635591034704	0.989274701685082
rs140091914	LY6G5C	ENSG00000204428.12_Lung	PP	1.03667631546773e-27	0.00419555300246507	1.17232335428564e-26	0.0464960194491078	0.949308427548429	0.953308082134702
rs140091914	LY6G5C	ENSG00000204428.12_Muscle_Skeletal	PP	4.2777566875257e-27	0.0175809876491762	8.13659331087489e-27	0.0324903431728377	0.949928669177983	0.966928222312095
rs140091914	LY6G5C	ENSG00000204428.12_Skin_Not_Sun_Exposed_Suprapubic	PP	1.19277626038689e-25	0.487404097223256	1.76585198563776e-27	0.00670991400216835	0.505885988774578	0.98690993438336
rs140091914	LY6G5C	ENSG00000204428.12_Skin_Sun_Exposed_Lower_leg	PP	1.92947320636336e-28	0.00076440902488278	8.34320873967469e-27	0.0320865572113139	0.967149033763805	0.967888896771579
rs140091914	LY6G5C	ENSG00000204428.12_Thyroid	PP	1.05864934315914e-30	4.43306861313799e-06	4.79069135281106e-27	0.0190799890158595	0.980915577915524	0.980919926400865
rs140091914	LY6G5C	ENSG00000204428.12_Whole_Blood	PP	9.43342253410248e-30	4.08510729650928e-05	7.1753148223928e-27	0.0301025679072755	0.969856581019759	0.969896202320289
rs140091914	LY6G6C	ENSG00000204421.2_Esophagus_Mucosa	PP	5.79711740338317e-35	2.43163339947543e-10	7.99328722040646e-27	0.0325608522847442	0.967439147472091	0.967439147707338
rs140091914	LY6G6D	ENSG00000244355.7_Esophagus_Mucosa	PP	1.10927516850626e-25	0.465291689171999	1.4077448395573e-27	0.00537553188329064	0.529332778944711	0.989946795711915
rs140091914	LY6G6F	ENSG00000204424.9_Esophagus_Mucosa	PP	1.17427546022036e-25	0.492556425990237	1.81587369082763e-27	0.00711645689569249	0.500327117114072	0.985975865573666
rs140091914	MPIG6B	ENSG00000204420.8_Esophagus_Mucosa	PP	1.14058147599039e-28	0.0004784232953817	7.6651711269663e-27	0.0311836521561568	0.968337924548464	0.96880142171721
rs140091914	MSH5	ENSG00000204410.14_Skin_Sun_Exposed_Lower_leg	PP	2.70528644563638e-27	0.0107176682584526	1.7074823693445e-27	0.00578111686144566	0.983501214880099	0.994156251783787
rs140091914	SNHG32	ENSG00000204387.12_Adipose_Subcutaneous	PP	1.25211364652608e-28	0.00051182635299414	2.1136277979112e-27	0.00764803380765229	0.991840139839353	0.992348049722544
rs140091914	SNHG32	ENSG00000204387.12_Adipose_Visceral_Omentum	PP	2.40225622117238e-26	0.10010300181541	1.93882369105809e-27	0.00718644727393732	0.892710550910651	0.992014144631625
rs140091914	SNHG32	ENSG00000204387.12_Artery_Tibial	PP	1.98311084100323e-26	0.0830951822351544	1.63821137052152e-27	0.00595338865509471	0.910951429109752	0.993507081062561
rs140091914	SNHG32	ENSG00000204387.12_Breast_Mammary_Tissue	PP	1.53365796773893e-27	0.00605164437788169	2.15745615982825e-27	0.00752666121899221	0.986421694403123	0.992427512781304
rs140091914	SNHG32	ENSG00000204387.12_Colon_Transverse	PP	1.95857280676798e-26	0.0822499781524441	2.33662388360302e-27	0.00890377152486099	0.908846250322692	0.99029826062337
rs140091914	SNHG32	ENSG00000204387.12_Esophagus_Gastroesophageal_Junction	PP	4.55314567097722e-26	0.18827681332296	1.56255867228871e-27	0.00565525768428445	0.806067928992754	0.993033021876047
rs140091914	SNHG32	ENSG00000204387.12_Esophagus_Mucosa	PP	5.8212126972045e-26	0.244174030557188	1.51969660942075e-27	0.00562425091957666	0.750201718523232	0.992558801699123
rs140091914	SNHG32	ENSG00000204387.12_Esophagus_Muscularis	PP	1.0349426693408e-28	0.00041217395286747	2.10386818010182e-27	0.00738661715267738	0.992201208894449	0.992610337020722
rs140091914	SNHG32	ENSG00000204387.12_Lung	PP	5.41525835715683e-29	0.00021916198065393	2.58820697816575e-27	0.0094844867572389	0.990296351262108	0.990513434148199
rs140091914	SNHG32	ENSG00000204387.12_Nerve_Tibial	PP	6.98019805490233e-30	2.90257565603526e-05	1.36210400830831e-27	0.00466873466081315	0.995302239582623	0.995331129821698
rs140091914	SNHG32	ENSG00000204387.12_Skin_Not_Sun_Exposed_Suprapubic	PP	4.34218905651691e-29	0.00017743484736842	6.54444750586451e-27	0.0257685181717703	0.974054046980864	0.974226908783724
rs140091914	SNHG32	ENSG00000204387.12_Skin_Sun_Exposed_Lower_leg	PP	8.56493032117335e-27	0.0339321116945544	1.63801543519968e-27	0.00552886843826436	0.96053901986718	0.994276935911862
rs140091914	SNHG32	ENSG00000204387.12_Stomach	PP	1.96881466902146e-26	0.08609804007122	2.03995405416904e-27	0.00801501600661242	0.905886943922168	0.991229895155015
rs140091914	SNHG32	ENSG00000204387.12_Thyroid	PP	8.57457020273028e-30	3.59058060938669e-05	2.95394993606786e-27	0.0113810110898694	0.988583083104035	0.98861858025108
rs140091914	SNHG32	ENSG00000204387.12_Whole_Blood	PP	1.64021708437912e-30	7.10289691258256e-06	1.01870688808738e-27	0.00341489294022218	0.996578004162861	0.996585082803973
rs140091914	VWA7	ENSG00000204396.10_Muscle_Skeletal	PP	8.94185244566938e-28	0.00367497753826199	2.1474200927471e-27	0.00783711131900348	0.988487911142732	0.992133981238733
rs140091914	ZBTB12	ENSG00000204366.3_Esophagus_Muscularis	PP	3.98308822523443e-26	0.158629580850162	1.77508261181846e-27	0.00623426815954562	0.835136150990289	0.992590340689841
rs1566497	CBR4	ENSG00000145439.11_Adipose_Visceral_Omentum	PP	6.61447797111843e-18	0.809930153085596	2.81104015646427e-20	0.00325525021052061	0.186814596703883	0.982873400155962
rs1566497	PALLD	ENSG00000129116.17_Skin_Not_Sun_Exposed_Suprapubic	PP	2.064291586016e-19	0.0253156560469815	2.05921988737386e-19	0.0243030774730726	0.950381266479945	0.97506569421798
rs1566497	PALLD	ENSG00000129116.17_Skin_Sun_Exposed_Lower_leg	PP	2.76126774351567e-19	0.0337944823953852	9.90063606673761e-20	0.0111621035756534	0.955043414028961	0.988447485165137
rs1566497	PALLD	ENSG00000129116.17_Spleen	PP	6.41068306051269e-18	0.780717642320231	2.89481347964277e-20	0.00330944229146296	0.215972915388306	0.984907849740033
rs2107595	ENSG00000232821	ENSG00000232821.1_Artery_Aorta	PP	5.74181415775954e-50	0.0523654440099665	1.55230215244732e-51	0.00046853621678694	0.947166019773251	0.999505572887961
rs2107595	TWIST1	ENSG00000122691.12_Artery_Aorta	PP	1.73148486196165e-50	0.0157911717624342	4.05260284595792e-51	0.00271448643350285	0.981494341804068	0.997241960897299
