SNP	Gene	GeneID-Tissue	Trait	nsnps	hit1	hit2	PP.H0.abf	PP.H1.abf	PP.H2.abf	PP.H3.abf	PP.H4.abf	idx1	idx2
rs11636952	SEMA7A	ENSG00000138623.9_Nerve_Tibial	DBP	1	15	rs11636952	rs11636952	9.29554472663447e-94	0.0774486927414077	9.54419962523812e-95	0.00611917950282505	0.91643212775577	1	1
rs11636952	ULK3	ENSG00000140474.12_Adipose_Subcutaneous	DBP	1	15	rs11636952	rs11636952	6.72100016538272e-99	5.59980820954148e-07	5.79439428493814e-95	0.00283344600448447	0.997165994014706	1	1
rs11636952	ULK3	ENSG00000140474.12_Adipose_Visceral_Omentum	DBP	1	15	rs11636952	rs11636952	3.48208141237514e-102	2.90120333276316e-10	5.32518080182759e-95	0.00244172177735761	0.997558277932525	1	1
rs11636952	ULK3	ENSG00000140474.12_Artery_Aorta	DBP	1	15	rs11636952	rs11636952	9.58381264103967e-94	0.0798504856203129	1.84038471190259e-94	0.0135204737515557	0.90662904062814	1	1
rs11636952	ULK3	ENSG00000140474.12_Artery_Tibial	DBP	1	15	rs11636952	rs11636952	1.32246209066307e-96	0.000110185000593297	9.99166466827425e-95	0.00633775892305003	0.993552056076343	1	1
rs11636952	ULK3	ENSG00000140474.12_Breast_Mammary_Tissue	DBP	1	15	rs11636952	rs12902690	3.35477368822106e-93	0.279513298291732	2.15767472461791e-94	0.0165694968492039	0.703917204859066	1	1
rs11636952	ULK3	ENSG00000140474.12_Esophagus_Gastroesophageal_Junction	DBP	1	15	rs11636952	rs11636952	6.38032721847139e-93	0.531596605540665	5.24088287910582e-95	0.0034366694736265	0.464966724985707	1	1
rs11636952	ULK3	ENSG00000140474.12_Esophagus_Mucosa	DBP	1	15	rs11636952	rs12902690	1.03272510779072e-92	0.860446718420334	4.90566451383126e-95	0.00381583051996639	0.135737451059685	1	1
rs11636952	ULK3	ENSG00000140474.12_Heart_Left_Ventricle	DBP	1	15	rs11636952	rs12902690	1.85262697293483e-95	0.00154357319996698	8.75902298560813e-93	0.729246546992817	0.269209879807221	1	1
rs11636952	ULK3	ENSG00000140474.12_Lung	DBP	1	15	rs11636952	rs12905199	2.79931729516554e-99	2.33233738801535e-07	3.24362681853021e-94	0.0250754267852116	0.974924339981057	1	1
rs11636952	ULK3	ENSG00000140474.12_Muscle_Skeletal	DBP	1	15	rs11636952	rs11636952	9.63698689374197e-96	0.000802935232776429	1.33038740946947e-94	0.00910434685713994	0.990092717910085	1	1
rs11636952	ULK3	ENSG00000140474.12_Stomach	DBP	1	15	rs11636952	rs3765066	2.94812364763458e-98	2.45631998192748e-06	1.39042610857779e-93	0.114075788478625	0.885921755201392	1	1
rs11636952	ULK3	ENSG00000140474.12_Thyroid	DBP	1	15	rs11636952	rs11636952	1.4350787235441e-164	1.19568002078497e-72	5.30346250785665e-95	0.00242359024844903	0.997576409751579	1	1
rs11636952	ULK3	ENSG00000140474.12_Thyroid	DBP	2	15	rs11636952	rs11630478	4.05493612989856e-130	3.37849487734379e-38	2.12817958292718e-93	0.175667168388324	0.82433283161165	1	2
rs11636952	ULK3	ENSG00000140474.12_Whole_Blood	DBP	1	15	rs11636952	rs3765066	1.26681192349298e-97	1.0554833558343e-05	9.55613275979478e-93	0.795790223234339	0.204199221932103	1	1
rs1216743	ARHGAP42	ENSG00000165895.17_Adipose_Subcutaneous	DBP	1	6	rs604723	rs604723	7.8123380331199e-41	0.00222992675326789	2.7901210469776e-40	0.00598044577974132	0.991789627466992	1	1
rs1216743	ARHGAP42	ENSG00000165895.17_Adipose_Subcutaneous	DBP	2	6	rs1216743	rs604723	4.69758797191713e-08	0.00469070308095665	1.67771018290674e-07	0.01479147772105	0.980517604451097	2	1
rs1216743	ARHGAP42	ENSG00000165895.17_Adipose_Visceral_Omentum	DBP	1	6	rs604723	rs604723	2.87028667807752e-38	0.819284703997556	4.98679722840159e-41	0.0010641117882032	0.179651184214246	1	1
rs1216743	ARHGAP42	ENSG00000165895.17_Adipose_Visceral_Omentum	DBP	2	6	rs1216743	rs604723	9.02251805884479e-06	0.900929445273129	1.56756007658394e-08	0.0013698793507896	0.0976916371824213	2	1
rs1216743	ARHGAP42	ENSG00000165895.17_Artery_Aorta	DBP	1	6	rs604723	rs604723	2.99534562010718e-59	8.54981095959229e-22	7.05808089817291e-41	1.46635319383382e-05	0.999985336468049	1	1
rs1216743	ARHGAP42	ENSG00000165895.17_Artery_Aorta	DBP	2	6	rs1216743	rs604723	1.0842706639442e-24	1.08268153238615e-19	2.55492054414744e-06	0.253624854311569	0.746372590767888	2	1
rs1216743	ARHGAP42	ENSG00000165895.17_Artery_Coronary	DBP	1	6	rs604723	rs653320	2.42513409630206e-43	6.92221890384133e-06	3.67216721310892e-40	0.00849871839152454	0.991494359389576	1	1
rs1216743	ARHGAP42	ENSG00000165895.17_Artery_Coronary	DBP	2	6	rs1216743	rs653320	7.42768498754274e-11	7.41679880477538e-06	1.12470899329431e-07	0.00924911924125078	0.990743351414769	2	1
rs1216743	ARHGAP42	ENSG00000165895.17_Artery_Tibial	DBP	1	6	rs604723	rs604723	5.98203871483769e-71	1.7074924449952e-33	7.00693812545084e-41	3.62612017669384e-08	0.999999963738788	1	1
rs1216743	ARHGAP42	ENSG00000165895.17_Artery_Tibial	DBP	2	6	rs1216743	rs604723	3.42551536357716e-36	3.42049485094328e-31	4.01240703120686e-06	0.399451546808259	0.600544440784705	2	1
rs1216743	ARHGAP42	ENSG00000165895.17_Heart_Atrial_Appendage	DBP	1	6	rs604723	rs604723	7.01545443716245e-39	0.200246705524505	2.34112030900037e-40	0.00509309245049715	0.794660202025002	1	1
rs1216743	ARHGAP42	ENSG00000165895.17_Heart_Atrial_Appendage	DBP	2	6	rs1216743	rs604723	2.96887934312727e-06	0.296452808655167	9.90741766969299e-08	0.00850281451698819	0.695041308874326	2	1
rs1216743	ARHGAP42	ENSG00000165895.17_Heart_Left_Ventricle	DBP	1	6	rs604723	rs653320	1.97858072907167e-39	0.0564759241414343	4.23888005867895e-40	0.0102327299681031	0.93329134589046	1	1
rs1216743	ARHGAP42	ENSG00000165895.17_Heart_Left_Ventricle	DBP	2	6	rs1216743	rs653320	4.9537769677894e-07	0.0494651660045415	1.06128934217195e-07	0.00871369785631291	0.941820534632514	2	1
rs1216743	ARHGAP42	ENSG00000165895.17_Skin_Sun_Exposed_Lower_leg	DBP	1	6	rs604723	rs604723	1.02414067385665e-38	0.292327172488044	1.60400929453379e-40	0.00316942185268398	0.704503405659269	1	1
rs1216743	ARHGAP42	ENSG00000165895.17_Skin_Sun_Exposed_Lower_leg	DBP	2	6	rs1216743	rs604723	4.4040933174915e-06	0.439763857892099	6.89769168980332e-08	0.00577867629168359	0.554452992745983	2	1
rs1216743	ENSG00000170647	ENSG00000170647.3_Adipose_Subcutaneous	DBP	1	6	rs604723	rs604723	1.76719390867375e-40	0.00504421718371282	1.06940586506684e-40	0.00106469294166051	0.993891089874626	1	1
rs1216743	ENSG00000170647	ENSG00000170647.3_Adipose_Subcutaneous	DBP	2	6	rs1216743	rs604723	3.23378030715442e-07	0.0322904080574688	1.95690105643469e-07	0.0176401920190627	0.950068880855332	2	1
rs1216743	ENSG00000170647	ENSG00000170647.3_Adipose_Visceral_Omentum	DBP	1	6	rs604723	rs604723	1.64062475085655e-38	0.468294255637509	1.63303679044933e-40	0.00360508242069527	0.528100661941791	1	1
rs1216743	ENSG00000170647	ENSG00000170647.3_Adipose_Visceral_Omentum	DBP	2	6	rs1216743	rs604723	6.00736108935326e-06	0.599855656534909	5.97957678457906e-08	0.00518089822571405	0.394957378082519	2	1
rs1216743	ENSG00000170647	ENSG00000170647.3_Artery_Aorta	DBP	1	6	rs604723	rs604723	1.42370429992454e-52	4.06377232229981e-15	7.06339415441903e-41	1.61831687016278e-05	0.999983816831299	1	1
rs1216743	ENSG00000170647	ENSG00000170647.3_Artery_Aorta	DBP	2	6	rs1216743	rs604723	4.65865152620802e-18	4.65182370138121e-13	2.31128696875027e-06	0.229248450964606	0.770749237747963	2	1
rs1216743	ENSG00000170647	ENSG00000170647.3_Artery_Coronary	DBP	1	6	rs604723	rs1216743	1.14517540977226e-45	3.26874908972143e-08	2.99729117787573e-39	0.0837210851597939	0.916278882152715	1	1
rs1216743	ENSG00000170647	ENSG00000170647.3_Artery_Coronary	DBP	2	6	rs1216743	rs1216743	1.86388209007998e-14	1.86115034241923e-09	4.87837696961055e-08	0.00287698117385205	0.997122968181211	2	1
rs1216743	ENSG00000170647	ENSG00000170647.3_Artery_Tibial	DBP	1	6	rs604723	rs604723	5.31559265270961e-77	1.51726438557827e-39	7.00686808078925e-41	1.62278289822875e-08	0.99999998377217	1	1
rs1216743	ENSG00000170647	ENSG00000170647.3_Artery_Tibial	DBP	2	6	rs1216743	rs604723	3.04658827716927e-42	3.04212312862596e-37	4.01592889999246e-06	0.399803922271748	0.600192061799355	2	1
rs1216743	ENSG00000170647	ENSG00000170647.3_Heart_Atrial_Appendage	DBP	1	6	rs604723	rs604723	7.79845311903519e-39	0.222596349140531	1.22504393275845e-40	0.00194580735288284	0.775457843506583	1	1
rs1216743	ENSG00000170647	ENSG00000170647.3_Heart_Atrial_Appendage	DBP	2	6	rs1216743	rs604723	5.2625683016063e-06	0.52548553627225	8.26686686475504e-08	0.00732037326764107	0.467188745223139	2	1
rs1216743	ENSG00000170647	ENSG00000170647.3_Nerve_Tibial	DBP	1	6	rs604723	rs1216743	9.52585610432944e-40	0.0271902742620334	9.79531296382629e-40	0.0260659149825072	0.946743810755453	1	1
rs1216743	ENSG00000170647	ENSG00000170647.3_Nerve_Tibial	DBP	2	6	rs1216743	rs1216743	5.18559119351068e-08	0.00517799107401395	5.33227544974279e-08	0.00334149953807083	0.99148040420925	2	1
rs1216743	ENSG00000170647	ENSG00000170647.3_Pancreas	DBP	1	6	rs604723	rs1216743	1.20303423925755e-38	0.343389933185772	3.53588124582117e-40	0.00879707116672357	0.647812995647499	1	1
rs1216743	ENSG00000170647	ENSG00000170647.3_Pancreas	DBP	2	6	rs1216743	rs1216743	2.02965493379044e-06	0.202668022570831	5.9654318902071e-08	0.00437077058351076	0.792959117536404	2	1
rs12693302	PDE1A	ENSG00000115252.18_Breast_Mammary_Tissue	DBP	1	4	rs12693302	rs12693302	1.68955228866071e-33	0.236552877689524	1.86153952932851e-35	0.00108159569706588	0.762365526613413	1	1
rs12921187	ENSG00000267077	ENSG00000267077.1_Colon_Transverse	DBP	1	16	rs1049212	rs7214	3.67057175625972e-20	0.0258462333505037	2.85997915079996e-20	0.0182266127806907	0.955927153868802	1	1
rs12921187	ENSG00000267077	ENSG00000267077.1_Esophagus_Gastroesophageal_Junction	DBP	1	16	rs1049212	rs1049207	2.30280923849544e-24	1.62151699768153e-06	1.60341701147746e-19	0.111126438325464	0.888871940157541	1	1
rs12921187	ENSG00000267077	ENSG00000267077.1_Esophagus_Mucosa	DBP	1	16	rs1049212	rs2075636	6.00573067521918e-23	4.22891927415053e-05	2.83988922506935e-19	0.198366862412955	0.801590848394306	1	1
rs12921187	ENSG00000267077	ENSG00000267077.1_Esophagus_Muscularis	DBP	1	16	rs1049212	rs7214	5.386207517374e-21	0.00379268369105915	1.5882418636158e-19	0.110063340254988	0.886143976053953	1	1
rs12921187	ENSG00000267077	ENSG00000267077.1_Heart_Left_Ventricle	DBP	1	16	rs1049212	rs7214	1.81384413947545e-20	0.0127721352430656	1.43858242589212e-19	0.0995219869674731	0.887705877789463	1	1
rs12921187	ENSG00000267077	ENSG00000267077.1_Whole_Blood	DBP	1	16	rs1049212	rs12596053	8.20581640133473e-34	5.77810378392944e-16	7.14981102728952e-20	0.0484420882740249	0.951557911725973	1	1
rs12921187	MGRN1	ENSG00000102858.12_Adipose_Subcutaneous	DBP	1	16	rs1049212	rs7214	6.40945574980959e-23	4.51320121114082e-05	1.0807494076724e-19	0.0742492707673892	0.925705597220496	1	1
rs12921187	MGRN1	ENSG00000102858.12_Adipose_Visceral_Omentum	DBP	1	16	rs1049212	rs1049205	2.26099318769342e-21	0.00159207233677871	4.77129658614739e-20	0.0316634690334245	0.966744458629794	1	1
