SNP	Gene	GeneID-Tissue	Trait	PPID	PP
rs11636952	CPLX3	ENSG00000213578.5_Esophagus_Mucosa	DBP	PP.H0.abf	5.48259627135355e-96
rs11636952	CPLX3	ENSG00000213578.5_Esophagus_Mucosa	DBP	PP.H1.abf	0.000159382389373066
rs11636952	CPLX3	ENSG00000213578.5_Esophagus_Mucosa	DBP	PP.H2.abf	1.88854893650801e-94
rs11636952	CPLX3	ENSG00000213578.5_Esophagus_Mucosa	DBP	PP.H3.abf	0.0044947801366257
rs11636952	CPLX3	ENSG00000213578.5_Esophagus_Mucosa	DBP	PP.H4.abf	0.995345837474001
rs11636952	CSK	ENSG00000103653.16_Adipose_Subcutaneous	DBP	PP.H0.abf	3.96018819423236e-95
rs11636952	CSK	ENSG00000103653.16_Adipose_Subcutaneous	DBP	PP.H1.abf	0.00115069699411338
rs11636952	CSK	ENSG00000103653.16_Adipose_Subcutaneous	DBP	PP.H2.abf	5.7267894631674e-94
rs11636952	CSK	ENSG00000103653.16_Adipose_Subcutaneous	DBP	PP.H3.abf	0.0156569244491845
rs11636952	CSK	ENSG00000103653.16_Adipose_Subcutaneous	DBP	PP.H4.abf	0.983192378556691
rs11636952	CSK	ENSG00000103653.16_Artery_Aorta	DBP	PP.H0.abf	3.46384424290251e-93
rs11636952	CSK	ENSG00000103653.16_Artery_Aorta	DBP	PP.H1.abf	0.101778890715223
rs11636952	CSK	ENSG00000103653.16_Artery_Aorta	DBP	PP.H2.abf	3.57581615658079e-94
rs11636952	CSK	ENSG00000103653.16_Artery_Aorta	DBP	PP.H3.abf	0.00961829577363185
rs11636952	CSK	ENSG00000103653.16_Artery_Aorta	DBP	PP.H4.abf	0.888602813511132
rs11636952	CSK	ENSG00000103653.16_Heart_Left_Ventricle	DBP	PP.H0.abf	2.51894353414231e-94
rs11636952	CSK	ENSG00000103653.16_Heart_Left_Ventricle	DBP	PP.H1.abf	0.00737238302158689
rs11636952	CSK	ENSG00000103653.16_Heart_Left_Ventricle	DBP	PP.H2.abf	4.28742627884224e-94
rs11636952	CSK	ENSG00000103653.16_Heart_Left_Ventricle	DBP	PP.H3.abf	0.0115672752108213
rs11636952	CSK	ENSG00000103653.16_Heart_Left_Ventricle	DBP	PP.H4.abf	0.981060341767579
rs11636952	CSK	ENSG00000103653.16_Lung	DBP	PP.H0.abf	2.64590612657021e-95
rs11636952	CSK	ENSG00000103653.16_Lung	DBP	PP.H1.abf	0.000772208821727188
rs11636952	CSK	ENSG00000103653.16_Lung	DBP	PP.H2.abf	3.51480985855314e-94
rs11636952	CSK	ENSG00000103653.16_Lung	DBP	PP.H3.abf	0.00926802766927536
rs11636952	CSK	ENSG00000103653.16_Lung	DBP	PP.H4.abf	0.989959763508997
rs11636952	CSK	ENSG00000103653.16_Muscle_Skeletal	DBP	PP.H0.abf	2.16532226517186e-92
rs11636952	CSK	ENSG00000103653.16_Muscle_Skeletal	DBP	PP.H1.abf	0.631275970795062
rs11636952	CSK	ENSG00000103653.16_Muscle_Skeletal	DBP	PP.H2.abf	2.27267124285054e-94
rs11636952	CSK	ENSG00000103653.16_Muscle_Skeletal	DBP	PP.H3.abf	0.00626326311901243
rs11636952	CSK	ENSG00000103653.16_Muscle_Skeletal	DBP	PP.H4.abf	0.362460766085918
rs11636952	CSK	ENSG00000103653.16_Thyroid	DBP	PP.H0.abf	4.19459049022718e-93
rs11636952	CSK	ENSG00000103653.16_Thyroid	DBP	PP.H1.abf	0.122054134090956
rs11636952	CSK	ENSG00000103653.16_Thyroid	DBP	PP.H2.abf	9.35236441879702e-94
rs11636952	CSK	ENSG00000103653.16_Thyroid	DBP	PP.H3.abf	0.0263619126562211
rs11636952	CSK	ENSG00000103653.16_Thyroid	DBP	PP.H4.abf	0.851583953252811
rs11636952	CYP1A1	ENSG00000140465.13_Adipose_Subcutaneous	DBP	PP.H0.abf	3.68713278602562e-94
rs11636952	CYP1A1	ENSG00000140465.13_Adipose_Subcutaneous	DBP	PP.H1.abf	0.0107135631078235
rs11636952	CYP1A1	ENSG00000140465.13_Adipose_Subcutaneous	DBP	PP.H2.abf	4.17305617916283e-94
rs11636952	CYP1A1	ENSG00000140465.13_Adipose_Subcutaneous	DBP	PP.H3.abf	0.0111473533580179
rs11636952	CYP1A1	ENSG00000140465.13_Adipose_Subcutaneous	DBP	PP.H4.abf	0.978139083534154
rs11636952	CYP1A1	ENSG00000140465.13_Adipose_Visceral_Omentum	DBP	PP.H0.abf	1.87639633652646e-93
rs11636952	CYP1A1	ENSG00000140465.13_Adipose_Visceral_Omentum	DBP	PP.H1.abf	0.0546071004635264
rs11636952	CYP1A1	ENSG00000140465.13_Adipose_Visceral_Omentum	DBP	PP.H2.abf	5.04656454681788e-94
rs11636952	CYP1A1	ENSG00000140465.13_Adipose_Visceral_Omentum	DBP	PP.H3.abf	0.0137549318064302
rs11636952	CYP1A1	ENSG00000140465.13_Adipose_Visceral_Omentum	DBP	PP.H4.abf	0.931637967730039
rs11636952	CYP1A1	ENSG00000140465.13_Artery_Tibial	DBP	PP.H0.abf	5.35932167878454e-93
rs11636952	CYP1A1	ENSG00000140465.13_Artery_Tibial	DBP	PP.H1.abf	0.15590155922121
rs11636952	CYP1A1	ENSG00000140465.13_Artery_Tibial	DBP	PP.H2.abf	4.7228607724408e-94
rs11636952	CYP1A1	ENSG00000140465.13_Artery_Tibial	DBP	PP.H3.abf	0.0129075133814506
rs11636952	CYP1A1	ENSG00000140465.13_Artery_Tibial	DBP	PP.H4.abf	0.831190927397348
rs11636952	CYP1A1	ENSG00000140465.13_Breast_Mammary_Tissue	DBP	PP.H0.abf	6.29641733663963e-93
rs11636952	CYP1A1	ENSG00000140465.13_Breast_Mammary_Tissue	DBP	PP.H1.abf	0.183698347702843
rs11636952	CYP1A1	ENSG00000140465.13_Breast_Mammary_Tissue	DBP	PP.H2.abf	4.77475825770072e-94
rs11636952	CYP1A1	ENSG00000140465.13_Breast_Mammary_Tissue	DBP	PP.H3.abf	0.0131272109782764
rs11636952	CYP1A1	ENSG00000140465.13_Breast_Mammary_Tissue	DBP	PP.H4.abf	0.803174441318873
rs11636952	CYP1A1	ENSG00000140465.13_Lung	DBP	PP.H0.abf	1.50418957553301e-93
rs11636952	CYP1A1	ENSG00000140465.13_Lung	DBP	PP.H1.abf	0.0438998363589844
rs11636952	CYP1A1	ENSG00000140465.13_Lung	DBP	PP.H2.abf	6.06085428546402e-94
rs11636952	CYP1A1	ENSG00000140465.13_Lung	DBP	PP.H3.abf	0.0167492779717157
rs11636952	CYP1A1	ENSG00000140465.13_Lung	DBP	PP.H4.abf	0.9393508856693
rs11636952	CYP1A1	ENSG00000140465.13_Muscle_Skeletal	DBP	PP.H0.abf	1.06654085569158e-95
rs11636952	CYP1A1	ENSG00000140465.13_Muscle_Skeletal	DBP	PP.H1.abf	0.000310938295374644
rs11636952	CYP1A1	ENSG00000140465.13_Muscle_Skeletal	DBP	PP.H2.abf	5.71457608593936e-94
rs11636952	CYP1A1	ENSG00000140465.13_Muscle_Skeletal	DBP	PP.H3.abf	0.0156762073094018
rs11636952	CYP1A1	ENSG00000140465.13_Muscle_Skeletal	DBP	PP.H4.abf	0.984012854395212
rs11636952	CYP1A1	ENSG00000140465.13_Nerve_Tibial	DBP	PP.H0.abf	1.55618660448124e-92
rs11636952	CYP1A1	ENSG00000140465.13_Nerve_Tibial	DBP	PP.H1.abf	0.452652388634288
rs11636952	CYP1A1	ENSG00000140465.13_Nerve_Tibial	DBP	PP.H2.abf	2.66982746910001e-94
rs11636952	CYP1A1	ENSG00000140465.13_Nerve_Tibial	DBP	PP.H3.abf	0.00722568056132273
rs11636952	CYP1A1	ENSG00000140465.13_Nerve_Tibial	DBP	PP.H4.abf	0.540121930804399
rs11636952	EDC3	ENSG00000179151.11_Adipose_Subcutaneous	DBP	PP.H0.abf	1.79849904450017e-93
rs11636952	EDC3	ENSG00000179151.11_Adipose_Subcutaneous	DBP	PP.H1.abf	0.0522583105377722
rs11636952	EDC3	ENSG00000179151.11_Adipose_Subcutaneous	DBP	PP.H2.abf	4.22593684139722e-94
rs11636952	EDC3	ENSG00000179151.11_Adipose_Subcutaneous	DBP	PP.H3.abf	0.0113427468509925
rs11636952	EDC3	ENSG00000179151.11_Adipose_Subcutaneous	DBP	PP.H4.abf	0.936398942611224
rs11636952	FAM219B	ENSG00000178761.14_Adipose_Subcutaneous	DBP	PP.H0.abf	5.19115740228848e-95
rs11636952	FAM219B	ENSG00000178761.14_Adipose_Subcutaneous	DBP	PP.H1.abf	0.00150837508870981
rs11636952	FAM219B	ENSG00000178761.14_Adipose_Subcutaneous	DBP	PP.H2.abf	1.53239778327398e-92
rs11636952	FAM219B	ENSG00000178761.14_Adipose_Subcutaneous	DBP	PP.H3.abf	0.444709280043789
rs11636952	FAM219B	ENSG00000178761.14_Adipose_Subcutaneous	DBP	PP.H4.abf	0.553782344867488
rs11636952	FAM219B	ENSG00000178761.14_Esophagus_Mucosa	DBP	PP.H0.abf	5.78935667000842e-94
rs11636952	FAM219B	ENSG00000178761.14_Esophagus_Mucosa	DBP	PP.H1.abf	0.016830009968453
rs11636952	FAM219B	ENSG00000178761.14_Esophagus_Mucosa	DBP	PP.H2.abf	3.20949294397353e-93
rs11636952	FAM219B	ENSG00000178761.14_Esophagus_Mucosa	DBP	PP.H3.abf	0.0924111420706337
rs11636952	FAM219B	ENSG00000178761.14_Esophagus_Mucosa	DBP	PP.H4.abf	0.890758847960927
rs11636952	FAM219B	ENSG00000178761.14_Esophagus_Muscularis	DBP	PP.H0.abf	3.21651961879089e-92
rs11636952	FAM219B	ENSG00000178761.14_Esophagus_Muscularis	DBP	PP.H1.abf	0.939246775737144
rs11636952	FAM219B	ENSG00000178761.14_Esophagus_Muscularis	DBP	PP.H2.abf	3.41793816506279e-95
rs11636952	FAM219B	ENSG00000178761.14_Esophagus_Muscularis	DBP	PP.H3.abf	0.000938247457650223
rs11636952	FAM219B	ENSG00000178761.14_Esophagus_Muscularis	DBP	PP.H4.abf	0.0598149768052058
rs11636952	FAM219B	ENSG00000178761.14_Muscle_Skeletal	DBP	PP.H0.abf	6.52392058264656e-93
rs11636952	FAM219B	ENSG00000178761.14_Muscle_Skeletal	DBP	PP.H1.abf	0.190197753260216
rs11636952	FAM219B	ENSG00000178761.14_Muscle_Skeletal	DBP	PP.H2.abf	1.79525178446242e-94
rs11636952	FAM219B	ENSG00000178761.14_Muscle_Skeletal	DBP	PP.H3.abf	0.00442848602674975
rs11636952	FAM219B	ENSG00000178761.14_Muscle_Skeletal	DBP	PP.H4.abf	0.805373760713047
rs11636952	LMAN1L	ENSG00000140506.16_Esophagus_Mucosa	DBP	PP.H0.abf	1.69149788085558e-96
rs11636952	LMAN1L	ENSG00000140506.16_Esophagus_Mucosa	DBP	PP.H1.abf	4.91728663806357e-05
rs11636952	LMAN1L	ENSG00000140506.16_Esophagus_Mucosa	DBP	PP.H2.abf	1.79436097845494e-94
rs11636952	LMAN1L	ENSG00000140506.16_Esophagus_Mucosa	DBP	PP.H3.abf	0.00422058564224828
rs11636952	LMAN1L	ENSG00000140506.16_Esophagus_Mucosa	DBP	PP.H4.abf	0.995730241491361
rs11636952	MPI	ENSG00000178802.17_Adipose_Subcutaneous	DBP	PP.H0.abf	3.35862718898979e-94
rs11636952	MPI	ENSG00000178802.17_Adipose_Subcutaneous	DBP	PP.H1.abf	0.00975903674564428
rs11636952	MPI	ENSG00000178802.17_Adipose_Subcutaneous	DBP	PP.H2.abf	5.36278056174476e-93
rs11636952	MPI	ENSG00000178802.17_Adipose_Subcutaneous	DBP	PP.H3.abf	0.154989046571879
rs11636952	MPI	ENSG00000178802.17_Adipose_Subcutaneous	DBP	PP.H4.abf	0.83525191668248
rs11636952	MPI	ENSG00000178802.17_Adipose_Visceral_Omentum	DBP	PP.H0.abf	4.98245580313866e-95
rs11636952	MPI	ENSG00000178802.17_Adipose_Visceral_Omentum	DBP	PP.H1.abf	0.00144999997762059
rs11636952	MPI	ENSG00000178802.17_Adipose_Visceral_Omentum	DBP	PP.H2.abf	1.44574152202736e-92
rs11636952	MPI	ENSG00000178802.17_Adipose_Visceral_Omentum	DBP	PP.H3.abf	0.420162961688572
rs11636952	MPI	ENSG00000178802.17_Adipose_Visceral_Omentum	DBP	PP.H4.abf	0.5783870383338
rs11636952	MPI	ENSG00000178802.17_Artery_Aorta	DBP	PP.H0.abf	6.6561515185458e-93
rs11636952	MPI	ENSG00000178802.17_Artery_Aorta	DBP	PP.H1.abf	0.195579151510107
rs11636952	MPI	ENSG00000178802.17_Artery_Aorta	DBP	PP.H2.abf	4.06374233525458e-94
rs11636952	MPI	ENSG00000178802.17_Artery_Aorta	DBP	PP.H3.abf	0.0111473091783489
rs11636952	MPI	ENSG00000178802.17_Artery_Aorta	DBP	PP.H4.abf	0.793273539311546
rs11636952	MPI	ENSG00000178802.17_Artery_Tibial	DBP	PP.H0.abf	1.01271374069916e-93
rs11636952	MPI	ENSG00000178802.17_Artery_Tibial	DBP	PP.H1.abf	0.0294596332675352
rs11636952	MPI	ENSG00000178802.17_Artery_Tibial	DBP	PP.H2.abf	7.62286003121921e-94
rs11636952	MPI	ENSG00000178802.17_Artery_Tibial	DBP	PP.H3.abf	0.0212254272353672
rs11636952	MPI	ENSG00000178802.17_Artery_Tibial	DBP	PP.H4.abf	0.949314939497098
rs11636952	MPI	ENSG00000178802.17_Breast_Mammary_Tissue	DBP	PP.H0.abf	1.38139521446957e-93
rs11636952	MPI	ENSG00000178802.17_Breast_Mammary_Tissue	DBP	PP.H1.abf	0.0403022869761212
rs11636952	MPI	ENSG00000178802.17_Breast_Mammary_Tissue	DBP	PP.H2.abf	2.23266610963713e-94
rs11636952	MPI	ENSG00000178802.17_Breast_Mammary_Tissue	DBP	PP.H3.abf	0.00555967852791387
rs11636952	MPI	ENSG00000178802.17_Breast_Mammary_Tissue	DBP	PP.H4.abf	0.954138034495957
rs11636952	MPI	ENSG00000178802.17_Esophagus_Gastroesophageal_Junction	DBP	PP.H0.abf	8.53463528555538e-93
rs11636952	MPI	ENSG00000178802.17_Esophagus_Gastroesophageal_Junction	DBP	PP.H1.abf	0.250351859248125
rs11636952	MPI	ENSG00000178802.17_Esophagus_Gastroesophageal_Junction	DBP	PP.H2.abf	7.58243043675497e-94
rs11636952	MPI	ENSG00000178802.17_Esophagus_Gastroesophageal_Junction	DBP	PP.H3.abf	0.0215138889155026
rs11636952	MPI	ENSG00000178802.17_Esophagus_Gastroesophageal_Junction	DBP	PP.H4.abf	0.728134251836383
rs11636952	MPI	ENSG00000178802.17_Esophagus_Mucosa	DBP	PP.H0.abf	4.5961072695469e-95
rs11636952	MPI	ENSG00000178802.17_Esophagus_Mucosa	DBP	PP.H1.abf	0.00133611617959688
rs11636952	MPI	ENSG00000178802.17_Esophagus_Mucosa	DBP	PP.H2.abf	5.04658236183853e-93
rs11636952	MPI	ENSG00000178802.17_Esophagus_Mucosa	DBP	PP.H3.abf	0.145854391838972
rs11636952	MPI	ENSG00000178802.17_Esophagus_Mucosa	DBP	PP.H4.abf	0.852809491981426
rs11636952	MPI	ENSG00000178802.17_Esophagus_Muscularis	DBP	PP.H0.abf	2.85167085007323e-93
rs11636952	MPI	ENSG00000178802.17_Esophagus_Muscularis	DBP	PP.H1.abf	0.0832708321052218
rs11636952	MPI	ENSG00000178802.17_Esophagus_Muscularis	DBP	PP.H2.abf	5.31786366972146e-94
rs11636952	MPI	ENSG00000178802.17_Esophagus_Muscularis	DBP	PP.H3.abf	0.0146264402242086
rs11636952	MPI	ENSG00000178802.17_Esophagus_Muscularis	DBP	PP.H4.abf	0.902102727670567
rs11636952	MPI	ENSG00000178802.17_Lung	DBP	PP.H0.abf	2.70730704764368e-95
rs11636952	MPI	ENSG00000178802.17_Lung	DBP	PP.H1.abf	0.000790128706502756
rs11636952	MPI	ENSG00000178802.17_Lung	DBP	PP.H2.abf	9.64697613154655e-93
rs11636952	MPI	ENSG00000178802.17_Lung	DBP	PP.H3.abf	0.280829025426943
rs11636952	MPI	ENSG00000178802.17_Lung	DBP	PP.H4.abf	0.718380845866544
rs11636952	MPI	ENSG00000178802.17_Nerve_Tibial	DBP	PP.H0.abf	7.20321047957001e-98
rs11636952	MPI	ENSG00000178802.17_Nerve_Tibial	DBP	PP.H1.abf	2.09521815701518e-06
rs11636952	MPI	ENSG00000178802.17_Nerve_Tibial	DBP	PP.H2.abf	3.40953645325276e-92
rs11636952	MPI	ENSG00000178802.17_Nerve_Tibial	DBP	PP.H3.abf	0.991733223940297
rs11636952	MPI	ENSG00000178802.17_Nerve_Tibial	DBP	PP.H4.abf	0.00826468084153483
rs11636952	MPI	ENSG00000178802.17_Skin_Not_Sun_Exposed_Suprapubic	DBP	PP.H0.abf	5.56839556005303e-95
rs11636952	MPI	ENSG00000178802.17_Skin_Not_Sun_Exposed_Suprapubic	DBP	PP.H1.abf	0.00161807257452572
rs11636952	MPI	ENSG00000178802.17_Skin_Not_Sun_Exposed_Suprapubic	DBP	PP.H2.abf	4.53434240112892e-94
rs11636952	MPI	ENSG00000178802.17_Skin_Not_Sun_Exposed_Suprapubic	DBP	PP.H3.abf	0.0121897667014835
rs11636952	MPI	ENSG00000178802.17_Skin_Not_Sun_Exposed_Suprapubic	DBP	PP.H4.abf	0.986192160723981
rs11636952	MPI	ENSG00000178802.17_Skin_Sun_Exposed_Lower_leg	DBP	PP.H0.abf	6.39824663256675e-96
rs11636952	MPI	ENSG00000178802.17_Skin_Sun_Exposed_Lower_leg	DBP	PP.H1.abf	0.000187278523988656
rs11636952	MPI	ENSG00000178802.17_Skin_Sun_Exposed_Lower_leg	DBP	PP.H2.abf	6.61083411885772e-93
rs11636952	MPI	ENSG00000178802.17_Skin_Sun_Exposed_Lower_leg	DBP	PP.H3.abf	0.192693902196664
rs11636952	MPI	ENSG00000178802.17_Skin_Sun_Exposed_Lower_leg	DBP	PP.H4.abf	0.807118819279357
rs11636952	MPI	ENSG00000178802.17_Stomach	DBP	PP.H0.abf	9.73674803485685e-93
rs11636952	MPI	ENSG00000178802.17_Stomach	DBP	PP.H1.abf	0.283496130586157
rs11636952	MPI	ENSG00000178802.17_Stomach	DBP	PP.H2.abf	4.18137423800299e-94
rs11636952	MPI	ENSG00000178802.17_Stomach	DBP	PP.H3.abf	0.0114694967208798
rs11636952	MPI	ENSG00000178802.17_Stomach	DBP	PP.H4.abf	0.705034372692951
rs11636952	MPI	ENSG00000178802.17_Thyroid	DBP	PP.H0.abf	3.91984557485073e-93
rs11636952	MPI	ENSG00000178802.17_Thyroid	DBP	PP.H1.abf	0.114059610472906
rs11636952	MPI	ENSG00000178802.17_Thyroid	DBP	PP.H2.abf	1.34853482518711e-93
rs11636952	MPI	ENSG00000178802.17_Thyroid	DBP	PP.H3.abf	0.038392098764937
rs11636952	MPI	ENSG00000178802.17_Thyroid	DBP	PP.H4.abf	0.847548290762143
rs11636952	MPI	ENSG00000178802.17_Whole_Blood	DBP	PP.H0.abf	1.27956349539436e-98
rs11636952	MPI	ENSG00000178802.17_Whole_Blood	DBP	PP.H1.abf	3.72522806651103e-07
rs11636952	MPI	ENSG00000178802.17_Whole_Blood	DBP	PP.H2.abf	3.39032793928911e-92
rs11636952	MPI	ENSG00000178802.17_Whole_Blood	DBP	PP.H3.abf	0.98702243289454
rs11636952	MPI	ENSG00000178802.17_Whole_Blood	DBP	PP.H4.abf	0.0129771945826522
rs11636952	PPCDC	ENSG00000138621.11_Adipose_Visceral_Omentum	DBP	PP.H0.abf	2.75336611940331e-93
rs11636952	PPCDC	ENSG00000138621.11_Adipose_Visceral_Omentum	DBP	PP.H1.abf	0.0801287752317066
rs11636952	PPCDC	ENSG00000138621.11_Adipose_Visceral_Omentum	DBP	PP.H2.abf	7.23196656765375e-94
rs11636952	PPCDC	ENSG00000138621.11_Adipose_Visceral_Omentum	DBP	PP.H3.abf	0.0201468272942532
rs11636952	PPCDC	ENSG00000138621.11_Adipose_Visceral_Omentum	DBP	PP.H4.abf	0.89972439747405
rs11636952	PPCDC	ENSG00000138621.11_Artery_Tibial	DBP	PP.H0.abf	2.40370031830892e-93
rs11636952	PPCDC	ENSG00000138621.11_Artery_Tibial	DBP	PP.H1.abf	0.0699231451264313
rs11636952	PPCDC	ENSG00000138621.11_Artery_Tibial	DBP	PP.H2.abf	6.39809044371105e-94
rs11636952	PPCDC	ENSG00000138621.11_Artery_Tibial	DBP	PP.H3.abf	0.0176995354560642
rs11636952	PPCDC	ENSG00000138621.11_Artery_Tibial	DBP	PP.H4.abf	0.912377319417508
rs11636952	PPCDC	ENSG00000138621.11_Esophagus_Gastroesophageal_Junction	DBP	PP.H0.abf	1.17233232014962e-92
rs11636952	PPCDC	ENSG00000138621.11_Esophagus_Gastroesophageal_Junction	DBP	PP.H1.abf	0.343887660323176
rs11636952	PPCDC	ENSG00000138621.11_Esophagus_Gastroesophageal_Junction	DBP	PP.H2.abf	4.67853698607677e-94
rs11636952	PPCDC	ENSG00000138621.11_Esophagus_Gastroesophageal_Junction	DBP	PP.H3.abf	0.0130808171697477
rs11636952	PPCDC	ENSG00000138621.11_Esophagus_Gastroesophageal_Junction	DBP	PP.H4.abf	0.643031522507063
rs11636952	PPCDC	ENSG00000138621.11_Heart_Atrial_Appendage	DBP	PP.H0.abf	1.80762224727147e-93
rs11636952	PPCDC	ENSG00000138621.11_Heart_Atrial_Appendage	DBP	PP.H1.abf	0.0528193526236553
rs11636952	PPCDC	ENSG00000138621.11_Heart_Atrial_Appendage	DBP	PP.H2.abf	8.20186107464435e-94
rs11636952	PPCDC	ENSG00000138621.11_Heart_Atrial_Appendage	DBP	PP.H3.abf	0.0230419855062618
rs11636952	PPCDC	ENSG00000138621.11_Heart_Atrial_Appendage	DBP	PP.H4.abf	0.924138661870077
rs11636952	PPCDC	ENSG00000138621.11_Nerve_Tibial	DBP	PP.H0.abf	6.02660739057099e-93
rs11636952	PPCDC	ENSG00000138621.11_Nerve_Tibial	DBP	PP.H1.abf	0.175297629657491
rs11636952	PPCDC	ENSG00000138621.11_Nerve_Tibial	DBP	PP.H2.abf	6.08310673280804e-94
rs11636952	PPCDC	ENSG00000138621.11_Nerve_Tibial	DBP	PP.H3.abf	0.0168862881144907
rs11636952	PPCDC	ENSG00000138621.11_Nerve_Tibial	DBP	PP.H4.abf	0.807816082228019
rs11636952	PPCDC	ENSG00000138621.11_Skin_Not_Sun_Exposed_Suprapubic	DBP	PP.H0.abf	1.34426447120746e-92
rs11636952	PPCDC	ENSG00000138621.11_Skin_Not_Sun_Exposed_Suprapubic	DBP	PP.H1.abf	0.390618347836876
rs11636952	PPCDC	ENSG00000138621.11_Skin_Not_Sun_Exposed_Suprapubic	DBP	PP.H2.abf	3.77584045727988e-94
rs11636952	PPCDC	ENSG00000138621.11_Skin_Not_Sun_Exposed_Suprapubic	DBP	PP.H3.abf	0.0103728839858835
rs11636952	PPCDC	ENSG00000138621.11_Skin_Not_Sun_Exposed_Suprapubic	DBP	PP.H4.abf	0.599008768177228
rs11636952	PPCDC	ENSG00000138621.11_Skin_Sun_Exposed_Lower_leg	DBP	PP.H0.abf	1.15812341077481e-94
rs11636952	PPCDC	ENSG00000138621.11_Skin_Sun_Exposed_Lower_leg	DBP	PP.H1.abf	0.00338986061998058
rs11636952	PPCDC	ENSG00000138621.11_Skin_Sun_Exposed_Lower_leg	DBP	PP.H2.abf	1.0769434525193e-93
rs11636952	PPCDC	ENSG00000138621.11_Skin_Sun_Exposed_Lower_leg	DBP	PP.H3.abf	0.0305563916641993
rs11636952	PPCDC	ENSG00000138621.11_Skin_Sun_Exposed_Lower_leg	DBP	PP.H4.abf	0.966053747715809
rs11636952	PPCDC	ENSG00000138621.11_Whole_Blood	DBP	PP.H0.abf	2.03040321751874e-92
rs11636952	PPCDC	ENSG00000138621.11_Whole_Blood	DBP	PP.H1.abf	0.591116820654843
rs11636952	PPCDC	ENSG00000138621.11_Whole_Blood	DBP	PP.H2.abf	1.92864174916723e-94
rs11636952	PPCDC	ENSG00000138621.11_Whole_Blood	DBP	PP.H3.abf	0.00521123532717476
rs11636952	PPCDC	ENSG00000138621.11_Whole_Blood	DBP	PP.H4.abf	0.403671944017972
rs11636952	RPP25	ENSG00000178718.6_Adipose_Subcutaneous	DBP	PP.H0.abf	5.49538005918969e-103
rs11636952	RPP25	ENSG00000178718.6_Adipose_Subcutaneous	DBP	PP.H1.abf	1.59677192231162e-11
rs11636952	RPP25	ENSG00000178718.6_Adipose_Subcutaneous	DBP	PP.H2.abf	3.43078490072807e-92
rs11636952	RPP25	ENSG00000178718.6_Adipose_Subcutaneous	DBP	PP.H3.abf	0.996867136702897
rs11636952	RPP25	ENSG00000178718.6_Adipose_Subcutaneous	DBP	PP.H4.abf	0.00313286328114405
rs11636952	RPP25	ENSG00000178718.6_Adipose_Visceral_Omentum	DBP	PP.H0.abf	1.00541080926304e-93
rs11636952	RPP25	ENSG00000178718.6_Adipose_Visceral_Omentum	DBP	PP.H1.abf	0.0292595801855896
rs11636952	RPP25	ENSG00000178718.6_Adipose_Visceral_Omentum	DBP	PP.H2.abf	9.43694755373989e-94
rs11636952	RPP25	ENSG00000178718.6_Adipose_Visceral_Omentum	DBP	PP.H3.abf	0.0265192914091456
rs11636952	RPP25	ENSG00000178718.6_Adipose_Visceral_Omentum	DBP	PP.H4.abf	0.944221128405269
